c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	rass_name1	rass_name2	rass_ra	rass_dec	rass_pos_err	rass_l	rass_b	rass_ML	rass_counts	rass_counts_err	rass_count_rate	rass_count_rate_err	rass_exp_time	rass_hardness_ratio	rass_HR2	rass_HR3	rass_HR4
1	0.81	60.4	0.821	0.4984	0.3241	2.00E-13	8.83E-14	2.44E-13	1.02E-13	0	0	0	0	0	0	0	69.123192	16.488796	2.27	4451	7.5	7.7	1203.9	1177.2	8.37	17.83	2RXS	J043633.0+162845	69.1377	16.4794	15.28	-20.14766	-5.51849	9.07	8.96	3.742464	0.0228	0.0095	392.7	1	0.633	0.678	0.376
1	0.68	20.5	0.7233	0.0684	3.4665	5.16E-12	3.78E-13	7.14E-12	4.26E-13	0.6501	0.0615	4.5811	4.87E-12	3.57E-13	7.50E-12	4.47E-13	77.692766	16.493808	13.64	7126	190.9	221.5	1173.6	1154.5	32.62	21.93	2RXS	J051045.4+162954	77.68929	16.49844	3.69	-13.49967	-6.43492	825.02	299.82	17.889832	0.6618	0.0395	453.01	1	0.014	0.625	0.036
1	2.02	149.9	0.4493	0.2615	1.1904	6.29E-14	2.49E-14	1.40E-13	5.98E-14	0	0	0	0	0	0	0	186.218348	16.509911	2.53	6988	15	18.3	6071.5	5827.7	19.79	2.65	2RXS	J122458.0+163241	186.24197	16.54484	13.62	77.77006	17.62141	8.78	9.84	4.203592	0.023	0.0098	428.58	-0.679	0.275	-1	0.502
1	1.22	51.6	0.2572	0.0702	4.6345	4.17E-13	9.54E-14	1.62E-12	2.42E-13	0.397	0.1084	3.4535	3.09E-13	7.07E-14	7.79E-13	1.16E-13	64.980341	16.540401	4.37	3666	22.7	23.3	1748.4	1879.4	17.34	18.44	2RXS	J041954.7+163134	64.97803	16.52623	10.84	-23.21592	-4.85143	85.88	53.8	8.020734	0.1513	0.0226	355.62	-0.014	0.115	-0.447	0.147
1	0.47	35.1	0.8037	0.402	0.4297	2.47E-13	8.47E-14	3.08E-13	1.12E-13	0	0	0	0	0	0	0	68.99368	16.542766	2.92	4451	11.7	10	1521.9	1481.1	2.03	17.76	2RXS	J043559.2+163200	68.99691	16.53351	13.1	-20.22073	-5.44567	13.41	11.08	4.039572	0.0288	0.0105	385.1	-1	1.92	1	1.002
1	0.97	31	1.328	0.3693	1.0904	5.96E-13	7.82E-14	4.49E-13	1.10E-13	2.1405	0.5953	3.0588	3.07E-13	4.03E-14	1.44E-13	3.52E-14	344.154264	16.552908	7.62	5987	66.4	79.5	3481.7	3315.3	0.38	6.41	2RXS	J225635.3+163330	344.14731	16.55836	10.8	-38.18771	21.44622	29.65	22.34	5.477789	0.049	0.012	455.99	-0.432	0.171	0.769	0.319
1	0.46	19.4	0.5702	0.2031	1.4159	2.61E-13	5.93E-14	4.59E-13	1.26E-13	0	0	0	0	0	0	0	80.295642	16.63475	4.41	489	25.3	24.3	3046.4	2909.3	0.38	24.31	2RXS	J052110.1+163820	80.29213	16.63895	11.11	-11.34299	-6.48554	22.76	18.99	5.215963	0.0424	0.0116	448.49	0.658	0.23	0.185	0.218
1	0.3	9.7	0.682	0.1322	1.721	5.65E-13	4.51E-14	8.28E-13	1.46E-13	0.6675	0.1293	1.8029	5.77E-13	4.61E-14	8.65E-13	1.53E-13	136.841316	16.649084	12.53	481	194.5	292.4	9620.2	9908.9	13.99	3.66	2RXS	J090722.5+163901	136.84381	16.6503	12.11	37.3923	0.12708	54.38	42.72	7.542893	0.1137	0.0201	375.79	0.413	0.123	0.658	0.117
1	1.72	141.7	0.4284	0.2544	1.3818	1.20E-13	5.67E-14	2.81E-13	1.01E-13	0	0	0	0	0	0	0	49.84804	16.657121	2.12	10074	7.9	11.9	2136.8	2152.2	12.54	10.65	2RXS	J031928.3+163721	49.86796	16.62271	38.14	-33.40504	-1.65911	8.56	14.4	5.197409	0.0274	0.0099	526.19	1	0.94	0.865	0.375
1	0.64	27	0.4245	0.1223	3.0465	2.91E-13	7.00E-14	6.86E-13	1.09E-13	0.3709	0.1069	3.4514	3.38E-13	8.13E-14	9.12E-13	1.45E-13	187.424626	16.671834	4.16	7001	23.2	25.4	1952.3	1929.9	30.26	2.35	2RXS	J122943.7+164012	187.43227	16.67019	10.69	78.39756	18.20889	63.18	54.22	8.620593	0.121	0.0192	448.26	0.402	0.129	0.342	0.132
1	1.05	77.4	0.9029	0.4433	0.2088	1.97E-13	7.23E-14	2.18E-13	7.09E-14	0	0	0	0	0	0	0	223.781189	16.737702	2.72	5706	11.9	11.3	1434.9	1383.1	9.25	2.12	2RXS	J145502.0+164416	223.75873	16.73803	10.96	59.6142	31.84931	13.91	15.91	5.178128	0.0409	0.0133	389.08	1	0.52	0.349	0.306
1	0.11	3.3	0.3969	0.0637	5.6639	1.22E-12	1.60E-13	3.08E-12	2.86E-13	0.5064	0.0812	4.3247	1.10E-12	1.44E-13	2.17E-12	2.02E-13	77.971929	16.741812	7.65	7126	63.5	76.8	1648.4	1710	11.47	21.9	2RXS	J051153.4+164432	77.97278	16.74226	3.9	-13.1381	-6.21489	313.82	129.29	12.021283	0.2857	0.0266	452.61	0.412	0.072	0.288	0.085
1	2.11	92.6	0.3215	0.117	2.3219	1.23E-13	2.82E-14	3.83E-13	1.08E-13	0	0	0	0	0	0	0	136.247681	16.748604	4.37	481	33.2	39.3	7520.5	7703.6	22.17	3.64	2RXS	J090501.0+164325	136.2543	16.72367	15.87	36.89489	0.03426	19.21	17.9	5.062376	0.0527	0.0149	339.47	0.35	0.247	0.487	0.23
1	1.31	40.6	0.3994	0.0848	3.1587	2.84E-13	2.92E-14	7.12E-13	1.32E-13	0.6535	0.1387	1.755	1.94E-13	1.99E-14	2.96E-13	5.50E-14	66.67164	16.751769	9.73	9001	120.3	150.1	13568.8	13355.2	0.38	18.97	2RXS	J042640.3+164427	66.66832	16.74094	8.09	-21.8331	-4.90441	56.02	38.36	7.121808	0.0663	0.0123	578.27	-0.139	0.14	0.389	0.207
1	1.41	78.3	1.3237	0.7127	0.535	3.34E-13	1.06E-13	2.53E-13	1.10E-13	0	0	0	0	0	0	0	68.394444	16.764592	3.14	3526	12.1	15.9	1172.3	1165.7	28.68	15.76	2RXS	J043338.4+164455	68.41015	16.74887	16.11	-20.52916	-5.15102	7.89	9.14	3.967489	0.0237	0.0103	385.21	-0.556	0.289	1	0.642
1	0.6	18.2	0.6469	0.0961	2.4598	7.80E-13	3.94E-14	1.21E-12	1.68E-13	0.5948	0.0884	2.8342	8.18E-13	4.13E-14	1.37E-12	1.92E-13	136.637614	16.774318	19.78	481	435.2	521.7	15604	15258.1	0.38	3.68	2RXS	J090632.0+164616	136.63342	16.77123	5.55	37.24982	0.18446	114.97	61.35	8.57375	0.1651	0.0231	371.59	0.531	0.105	0.101	0.121
1	0.94	69.6	1.0805	0.7288	0.1143	1.39E-13	6.93E-14	1.29E-13	5.87E-14	0	0	0	0	0	0	0	224.170943	16.783341	2.01	5706	6.7	8.9	1150.5	1124.3	14.86	2.18	2RXS	J145638.9+164802	224.16219	16.80075	12.5	59.29152	32.0387	8.58	8.8	4.008394	0.0238	0.0108	369.76	-0.238	0.516	-0.231	0.806
1	2	117.9	0.3425	0.1812	1.4788	6.17E-14	1.88E-14	1.80E-13	7.78E-14	0	0	0	0	0	0	0	136.479848	16.792568	3.28	481	26.7	20.4	12102.8	12006.9	8.9	3.67	2RXS	J090550.7+164912	136.46141	16.82016	25.74	37.11479	0.18374	7.35	9.02	3.898242	0.0247	0.0107	365.44	-0.27	0.258	-0.063	0.423
1	1.27	54.6	0.4968	0.138	2.5783	5.94E-13	1.35E-13	1.20E-12	1.90E-13	0.9063	0.2518	0.3594	3.04E-13	6.93E-14	3.35E-13	5.33E-14	65.684209	16.803947	4.39	3519	22.4	26.3	1211.8	1207.5	25.4	18.38	2RXS	J042243.5+164720	65.68135	16.78904	12.88	-22.53082	-4.70455	69.65	48.65	7.735404	0.1115	0.0177	436.18	-0.417	0.13	-0.604	0.226
1	2.37	140.6	0.9688	0.4627	0.0664	3.09E-13	1.02E-13	3.19E-13	1.10E-13	0	0	0	0	0	0	0	65.869946	16.81196	3.02	3519	12.1	13.7	1255.4	1233.5	26.32	18.6	2RXS	J042325.4+164631	65.85593	16.77528	26.67	-22.41122	-4.74551	10.01	13.78	4.743007	0.0298	0.0103	462.58	-1	0.448	1	2.278
1	0.54	28.9	0.5285	0.1827	1.8387	2.44E-13	6.67E-14	4.62E-13	9.79E-14	0.602	0.2081	1.4838	1.94E-13	5.31E-14	3.23E-13	6.85E-14	203.190042	16.812284	3.66	4023	18.7	22.1	1711.9	1731	12	1.78	2RXS	J133244.9+164817	203.18716	16.80474	7.7	75.93211	24.53096	41.12	33.56	7.111392	0.0969	0.0205	346.46	-0.353	0.16	-0.372	0.267
1	0.76	22.7	0.5148	0.0223	14.88	1.34E-11	4.46E-13	2.61E-11	7.24E-13	0.6465	0.028	10.0705	1.12E-11	3.71E-13	1.73E-11	4.80E-13	343.263477	16.837253	30.11	3233	918.4	1168.6	2135.1	2086.3	0.38	6.35	2RXS	J225302.4+165033	343.2601	16.84266	1.6	-37.48355	22.05471	5778.6	1316.28	36.549164	2.8552	0.0793	461	0.147	0.022	0.227	0.029
1	1.27	98.2	0.272	0.159	1.635	4.90E-14	1.93E-14	1.80E-13	7.78E-14	0	0	0	0	0	0	0	136.470721	16.84593	2.54	481	18.7	21.7	10674	10904.9	10.38	3.67	2RXS	J090550.7+164912	136.46141	16.82016	25.74	37.11479	0.18374	7.35	9.02	3.898242	0.0247	0.0107	365.44	-0.27	0.258	-0.063	0.423
1	0.84	26.1	0.5102	0.0833	3.2965	5.69E-13	4.48E-14	1.12E-12	1.60E-13	0.8658	0.1414	0.8471	3.61E-13	2.84E-14	4.17E-13	5.96E-14	66.607119	16.849826	12.7	9001	189.3	252.8	10658.9	10815.4	7.05	18.99	2RXS	J042624.5+165038	66.60249	16.84407	7.73	-21.81646	-4.7926	99.57	59.99	8.58241	0.104	0.0149	576.71	-0.225	0.102	-0.038	0.167
1	2.02	109.2	0.0902	0.0328	5.4235	9.09E-14	2.95E-14	1.01E-12	1.67E-13	0.1409	0.0513	5.0118	6.66E-14	2.16E-14	4.73E-13	7.81E-14	66.133465	16.860142	3.08	9001	16.9	19	5958	6493.6	31.38	18.94	2RXS	J042427.5+165304	66.11463	16.88454	10.09	-22.15091	-4.67793	61.45	48.72	8.047854	0.094	0.0155	518.08	-0.036	0.118	-0.23	0.159
1	2.08	68.6	0.6913	0.1143	2.0591	9.51E-13	9.16E-14	1.38E-12	1.85E-13	0.6229	0.103	2.5631	1.08E-12	1.04E-13	1.74E-12	2.34E-13	163.468097	16.860183	10.39	7757	127.2	183.4	3291.5	3277.2	28.18	2.38	2RXS	J105349.5+165040	163.4565	16.84471	13.61	60.95226	9.05961	87.97	68.08	9.147986	0.2406	0.0323	282.9	0.35	0.112	0.673	0.105
1	1.56	88.4	1.0392	0.5075	0.079	1.61E-13	4.92E-14	1.55E-13	5.92E-14	0.8825	0.4311	0.2516	1.97E-13	6.01E-14	2.23E-13	8.52E-14	190.986706	16.892789	3.28	3241	15.7	22.5	2225.7	2078	30.67	1.9	2RXS	J124402.8+165321	191.01208	16.88921	20.18	79.61943	19.83138	7.98	14.15	5.399381	0.0312	0.0119	453.38	0.337	0.183	-0.014	0.187
1	1.04	79.4	0.6971	0.3638	0.6725	2.06E-13	7.57E-14	2.95E-13	1.09E-13	0	0	0	0	0	0	0	65.418641	16.89358	2.72	3666	10.5	12.1	1638.3	1690.6	25.12	18.4	2RXS	J042135.0+165319	65.39617	16.88865	21.56	-22.67614	-4.56121	7.45	11.44	4.238461	0.0276	0.0102	415.1	-0.688	0.266	0.81	1.031
1	1.57	117.7	1.6008	0.8534	0.8869	2.56E-13	8.57E-14	1.60E-13	6.64E-14	0	0	0	0	0	0	0	224.133516	16.898813	2.99	5706	12.3	11.7	1152	1184.7	13.33	2.2	2RXS	J145630.6+165551	224.1279	16.93107	17.26	59.37636	32.15034	7.96	10.95	4.545656	0.0294	0.0122	372.79	-1	0.366	1	5.386
1	1.01	46.3	2.225	1.0028	1.8675	3.44E-13	8.25E-14	1.55E-13	5.90E-14	1.8868	0.8503	1.4982	4.21E-13	1.01E-13	2.23E-13	8.52E-14	191.01528	16.901709	4.17	5343	22.5	22.8	1492	1511.5	26.41	1.89	2RXS	J124402.8+165321	191.01208	16.88921	20.18	79.61943	19.83138	7.98	14.15	5.399381	0.0312	0.0119	453.38	0.337	0.183	-0.014	0.187
1	1.88	79.5	0.2155	0.0521	4.6282	2.17E-13	3.84E-14	1.01E-12	1.67E-13	0.3369	0.0815	3.7765	1.59E-13	2.81E-14	4.73E-13	7.81E-14	66.124258	16.904603	5.66	9001	40.8	44.8	6017.3	6194.8	32.57	18.98	2RXS	J042427.5+165304	66.11463	16.88454	10.09	-22.15091	-4.67793	61.45	48.72	8.047854	0.094	0.0155	518.08	-0.036	0.118	-0.23	0.159
1	1.49	51.5	1.2184	0.4881	0.5314	2.55E-13	3.37E-14	2.09E-13	7.92E-14	0	0	0	0	0	0	0	66.533087	16.921231	7.58	9001	76.9	93.4	9659.6	9793.3	12.96	19.02	2RXS	J042606.1+165601	66.52572	16.93369	17.4	-21.81633	-4.69245	9.7	11.22	4.24377	0.0195	0.0074	574.77	1	0.327	1	0.178
1	0.99	54.3	0.2945	0.1696	1.4566	8.11E-14	2.64E-14	2.75E-13	1.31E-13	0	0	0	0	0	0	0	47.03822	16.92513	3.07	7790	19.4	28.1	7782.8	7574.8	28.37	10.84	2RXS	J030805.4+165540	47.02269	16.92778	14.22	-34.87162	-0.64598	9.04	6.29	2.985978	0.0268	0.0127	234.87	-0.998	0.361	1	1.366
1	0.68	21.2	4.5353	0.5266	23.9114	1.26E-11	2.60E-13	2.77E-12	3.17E-13	6.8725	0.798	32.1935	9.63E-12	1.99E-13	1.40E-12	1.60E-13	64.415558	16.949725	48.33	9000	2368.3	2769.3	6029.3	5729.9	20.88	19.15	2RXS	J041738.2+165700	64.40941	16.95005	7.69	-23.35617	-4.34094	171.39	88.69	10.133012	0.2586	0.0295	343	0.035	0.088	0.499	0.108
1	0.42	32.7	0.3782	0.1847	1.7009	9.06E-14	3.17E-14	2.40E-13	8.17E-14	0	0	0	0	0	0	0	6.301416	16.986565	2.86	1810	15.4	6.3	4889.2	4809.8	22.54	4.13	2RXS	J002511.8+165943	6.2993	16.99541	24.32	-45.41977	13.08736	8.73	13.52	4.607529	0.031	0.0106	435.64	-1	0.36	0	0
1	0.56	18.8	0.5834	0.1435	1.7983	3.30E-13	3.35E-14	5.65E-13	1.27E-13	0.7607	0.1871	1.0102	2.48E-13	2.52E-14	3.26E-13	7.29E-14	136.591947	16.987803	9.84	481	127.1	153.7	10790.4	10901.7	13.29	3.7	2RXS	J090621.5+165933	136.58989	16.99264	15.06	37.29252	0.38437	30.28	28.72	6.431348	0.0772	0.0173	371.94	-0.185	0.144	0.071	0.222
1	2.12	156.6	0.438	0.2175	1.7526	1.75E-13	7.38E-14	3.99E-13	1.05E-13	0.5313	0.2639	1.3593	4.58E-15	1.93E-15	8.62E-15	2.26E-15	67.163901	17.010716	2.37	3527	8.5	7.5	1560.9	1552.3	12.54	18.39	2RXS	J042839.1+165801	67.16305	16.96721	12.31	-21.32319	-4.75503	23.92	20.78	5.445576	0.0373	0.0098	557.56	-1	0.172	0	0
1	1.2	50.6	1.0844	0.3614	0.2447	3.47E-13	7.37E-14	3.20E-13	8.20E-14	0	0	0	0	0	0	0	203.356644	17.034926	4.7	4023	27.8	29.8	1790.4	1770.2	13.29	1.77	2RXS	J133322.2+170150	203.34265	17.0306	10.51	76.00259	24.79757	23.16	23.59	6.050711	0.0672	0.0172	350.97	-0.805	0.273	-1	0.515
1	0.66	19.9	0.8029	0.1012	1.6282	1.03E-12	6.10E-14	1.28E-12	1.43E-13	0.7725	0.0974	1.8902	1.07E-12	6.33E-14	1.38E-12	1.54E-13	242.015858	17.050354	16.88	7610	313.9	384.8	8410.9	8217.8	0.38	3.49	2RXS	J160804.3+170242	242.01807	17.04526	4.33	43.63939	37.21328	175.08	101.51	11.299981	0.1804	0.0201	562.81	0.423	0.082	-0.199	0.096
1	0.89	48.1	1.6539	0.7097	1.1029	5.04E-13	1.57E-13	3.05E-13	9.03E-14	1.8192	0.7807	1.2843	4.73E-13	1.47E-13	2.60E-13	7.70E-14	13.094586	17.05393	3.22	8431	12.1	14.3	694.8	699.3	23.63	4.25	2RXS	J005220.1+170243	13.08379	17.04545	10.3	-45.82592	10.53581	22.2	15.15	4.48667	0.039	0.0115	388.61	0.254	0.196	0.1	0.249
1	0.34	25.3	1.419	0.8273	0.5951	2.56E-13	1.01E-13	1.81E-13	7.79E-14	0	0	0	0	0	0	0	67.471045	17.071341	2.55	3527	8.5	7.8	1063.9	1191	19.44	18.7	2RXS	J042951.7+170433	67.46542	17.07587	16.52	-21.0302	-4.69218	8.67	8.42	3.632783	0.0169	0.0073	499.72	1	0.56	0.635	0.331
1	1.74	128.4	0.7252	0.4214	0.5469	1.80E-13	7.64E-14	2.49E-13	9.89E-14	0	0	0	0	0	0	0	67.83888	17.078788	2.36	3526	7.5	6	1342.1	1312.3	16.11	16.97	2RXS	J043127.9+170610	67.8663	17.10299	10.37	-20.71491	-4.72349	11.49	9.53	3.789208	0.0233	0.0093	409.34	1	0.436	0.52	0.288
1	1.19	66.2	0.8207	0.3628	0.448	2.08E-13	6.84E-14	2.53E-13	7.48E-14	0	0	0	0	0	0	0	207.259443	17.082507	3.04	5549	12.5	12.2	1362.1	1429.1	33.24	1.85	2RXS	J134900.4+170356	207.25192	17.06557	17.59	73.31858	26.31932	14.93	19.71	5.821653	0.0518	0.0153	380.4	-0.128	0.277	0.691	0.401
1	0.38	12.1	1.4529	0.4335	1.3693	4.23E-13	5.73E-14	2.91E-13	7.75E-14	0	0	0	0	0	0	0	187.127421	17.089662	7.39	7001	65.2	87.4	3796.5	3698.1	0.38	2.39	2RXS	J122829.9+170514	187.12495	17.08727	11.53	78.64515	18.46599	22.94	22.06	5.866996	0.0508	0.0135	434.07	0.896	0.265	-0.166	0.195
1	0.16	8.7	1.8332	0.8868	1.2963	4.55E-13	1.25E-13	2.48E-13	9.87E-14	0	0	0	0	0	0	0	67.866901	17.105334	3.63	3526	15.8	20.9	1121.3	1160.8	17.43	16.53	2RXS	J043127.9+170610	67.8663	17.10299	10.37	-20.71491	-4.72349	11.49	9.53	3.789208	0.0233	0.0093	409.34	1	0.436	0.52	0.288
1	0.79	33.2	0.3369	0.1078	2.6774	1.46E-13	3.13E-14	4.32E-13	1.02E-13	0	0	0	0	0	0	0	66.524659	17.125709	4.65	9001	32.5	43.1	7153.7	7077.2	24.13	19	2RXS	J042604.8+170703	66.5201	17.11757	8.77	-21.70358	-4.51006	33.13	23.17	5.487832	0.0403	0.0095	574.99	0.005	0.247	-0.551	0.321
1	0.93	53.7	1.1527	0.4432	0.3637	4.55E-13	1.34E-13	3.94E-13	9.77E-14	0	0	0	0	0	0	0	245.506787	17.185685	3.4	484	14	16.2	895.4	848.8	34.71	4.33	2RXS	J162157.8+171109	245.49118	17.18599	22.35	40.60031	38.08783	10.11	27.5	6.811459	0.05	0.0124	549.89	1	0.262	0.182	0.205
1	1.17	39.1	2.9317	1.0073	3.5397	7.58E-13	1.17E-13	2.58E-13	7.94E-14	0	0	0	0	0	0	0	203.63544	17.186438	6.5	4023	47.8	58.7	1405.7	1407.4	25.98	1.76	2RXS	J133431.6+171148	203.63182	17.19672	14.74	75.9377	25.06083	13.2	19.3	5.929319	0.0545	0.0168	353.88	0.399	0.267	0.518	0.236
1	0.62	26.8	1.0833	0.4198	0.2082	2.77E-13	6.55E-14	2.56E-13	7.86E-14	1.3401	0.5194	0.7709	1.51E-13	3.56E-14	1.12E-13	3.45E-14	203.79904	17.228724	4.23	5376	25	34.8	2009	1987.4	16.6	1.76	2RXS	J133513.5+171350	203.80652	17.23082	13.41	75.84765	25.15917	15.41	19.48	5.982356	0.054	0.0166	360.64	-0.603	0.171	-1	0.469
1	0.42	12.7	0.3311	0.0221	14.4033	5.66E-12	2.88E-13	1.71E-11	7.41E-13	0.6485	0.0433	6.4601	1.72E-12	8.76E-14	2.66E-12	1.15E-13	57.60157	17.246146	19.68	7814	395	513.5	2255	2316.4	2.95	16.23	2RXS	J035024.9+171455	57.60401	17.24881	2.84	-27.93559	-2.79201	2087.22	545.25	23.603111	1.6054	0.0695	339.63	-0.691	0.026	0.092	0.09
1	0.88	36.5	0.324	0.0827	5.2645	6.77E-13	1.58E-13	2.09E-12	2.17E-13	0.5566	0.142	2.668	4.18E-13	9.75E-14	7.51E-13	7.80E-14	66.295728	17.263404	4.29	3516	20.6	23.8	974.7	976.4	27.83	19.14	2RXS	J042513.5+171546	66.30633	17.26294	6.13	-21.76835	-4.33395	204.35	108.01	11.218851	0.1948	0.0202	554.51	-0.253	0.074	0.114	0.125
1	1.39	44.6	0.918	0.2048	0.3687	6.81E-13	3.38E-14	7.42E-13	1.61E-13	0.6617	0.1477	1.5376	6.98E-13	3.46E-14	1.06E-12	2.30E-13	114.244182	17.28399	20.17	5695	485.9	642.6	20849.2	20705.5	30.11	4.42	2RXS	J073659.3+171618	114.24708	17.27192	11.24	17.64906	-4.23945	35.27	29.88	6.50065	0.0932	0.0203	320.71	1	0.183	0.05	0.152
1	0.46	24.9	0.3796	0.1467	2.4114	1.80E-13	5.59E-14	4.73E-13	1.08E-13	0.4041	0.1561	2.2841	1.68E-13	5.24E-14	4.16E-13	9.52E-14	251.003993	17.285563	3.21	6328	17.6	16.8	2999.8	3074	3.22	5.62	2RXS	J164400.9+171732	251.00383	17.29249	13.09	35.73429	39.18565	28.99	31.13	7.112938	0.054	0.0123	576.49	0.43	0.12	0.311	0.129
1	0.72	29.9	0.5457	0.1352	2.3576	5.36E-13	9.97E-14	9.83E-13	1.61E-13	0.9168	0.2272	0.3519	3.47E-13	6.45E-14	3.79E-13	6.20E-14	67.193139	17.286139	5.38	3527	34	41.5	2032.3	1983	4.22	18.99	2RXS	J042848.0+171653	67.20035	17.2815	8.03	-21.09711	-4.45005	70.88	49.86	8.170212	0.0916	0.015	544.26	-0.201	0.112	-0.159	0.177
1	0.56	30.4	0.3811	0.1417	2.8055	2.12E-13	6.86E-14	5.56E-13	1.02E-13	0.4173	0.1551	2.5629	1.87E-13	6.05E-14	4.48E-13	8.19E-14	203.659228	17.290482	3.09	5376	13.8	19.3	1453.4	1593.1	21.44	1.77	2RXS	J133439.6+171748	203.66508	17.29681	10.1	75.98862	25.16525	46.71	41.5	7.590302	0.117	0.0214	354.84	-0.258	0.14	0.264	0.231
1	1.16	85.2	0.1589	0.0746	5.1888	2.05E-13	9.17E-14	1.29E-12	1.88E-13	0.3216	0.1511	3.3152	7.54E-14	3.37E-14	2.34E-13	3.42E-14	80.905783	17.300065	2.24	4348	6.7	9.4	1024	1033.6	12.33	25.33	2RXS	J052338.5+171923	80.91066	17.32327	7.61	-10.47423	-5.84133	109.91	53.19	7.753513	0.1191	0.0174	446.67	-0.626	0.105	0.018	0.317
1	0.73	53.9	0.5575	0.2319	1.4528	2.51E-13	8.56E-14	4.50E-13	1.07E-13	0.8021	0.3337	0.5456	2.03E-13	6.93E-14	2.53E-13	6.02E-14	66.895345	17.313953	2.93	3527	11.4	18.5	1456.5	1394.9	16.7	19.15	2RXS	J042738.5+171837	66.91058	17.31037	10.86	-21.29302	-4.3785	29.02	24.02	5.713469	0.0419	0.01	573.05	0.145	0.195	0.138	0.244
1	2.27	127.1	2.2804	1.0376	1.6196	5.12E-13	1.61E-13	2.24E-13	7.36E-14	0	0	0	0	0	0	0	223.657627	17.314954	3.17	5706	11.4	12.9	536.2	567.5	33.03	2.22	2RXS	J145431.2+172019	223.63031	17.33876	18.07	59.97875	32.37266	10.94	15.98	5.240127	0.0409	0.0134	390.22	-1	0.243	0	0
1	0.85	63.2	0.6009	0.2738	1.1321	3.28E-13	1.19E-13	5.47E-13	1.52E-13	0.5123	0.2334	1.4609	3.47E-13	1.25E-13	6.77E-13	1.88E-13	3.89196	17.327824	2.77	5361	10	10.5	864	867.6	27.97	3.9	2RXS	J001530.1+172008	3.87558	17.33578	11.36	-44.68998	14.34255	25.75	17.11	4.755368	0.0727	0.0202	235.2	0.688	0.198	-0.245	0.234
1	0.88	47	0.2713	0.0953	4.2967	3.51E-13	1.12E-13	1.29E-12	1.88E-13	0.5492	0.1929	1.9759	1.29E-13	4.11E-14	2.34E-13	3.42E-14	80.915222	17.335581	3.13	4348	12.1	13.9	1083	1076.2	11.19	25.31	2RXS	J052338.5+171923	80.91066	17.32327	7.61	-10.47423	-5.84133	109.91	53.19	7.753513	0.1191	0.0174	446.67	-0.626	0.105	0.018	0.317
1	0.9	38.4	1.0222	0.3562	0.0632	2.36E-13	5.29E-14	2.31E-13	6.15E-14	0	0	0	0	0	0	0	191.052035	17.346188	4.46	5343	28.2	30.5	2708.3	2731.9	1.36	1.85	2RXS	J124410.3+172110	191.0433	17.35284	12.53	80.08179	20.26547	18.98	21.54	5.744769	0.0472	0.0126	456.35	0.042	1.162	1	1.003
1	1.89	140.7	1.3801	0.8927	0.479	2.26E-13	1.09E-13	1.63E-13	7.03E-14	0	0	0	0	0	0	0	245.180736	17.36767	2.07	5350	6.5	5.7	835.6	816.7	8.1	4.27	2RXS	J162053.1+172147	245.22141	17.36311	14.76	40.90459	38.20663	7.47	11.56	4.972106	0.0208	0.009	554.53	-0.54	0.294	-1	0.653
1	1.59	89.8	0.8871	0.3651	0.2885	3.31E-13	9.14E-14	3.73E-13	1.14E-13	0.7859	0.3234	0.5719	3.10E-13	8.55E-14	3.94E-13	1.20E-13	65.789314	17.381258	3.62	3519	17.4	23	1684.2	1670.4	10.15	19.12	2RXS	J042310.9+172419	65.79558	17.40548	19.85	-22.05153	-4.11435	14.28	16.45	5.017279	0.0348	0.0106	473.05	1	0.186	0.438	0.158
1	0.9	41.8	0.5623	0.265	0.9988	9.87E-14	2.07E-14	1.75E-13	7.41E-14	0	0	0	0	0	0	0	199.068422	17.382994	4.77	5546	38.2	44	8690.7	8040.6	36.36	1.8	2RXS	J131619.2+172248	199.08025	17.38027	22.07	78.68435	23.46297	6.92	10.22	4.313297	0.0365	0.0154	279.9	9.999	9.999	9.999	9.999
1	1.04	32.8	0.569	0.1338	1.9569	4.76E-13	4.79E-14	8.37E-13	1.78E-13	0.8282	0.1948	0.7524	3.82E-13	3.83E-14	4.61E-13	9.80E-14	64.715293	17.384007	9.95	9000	117.4	138.5	7893.5	7745.8	10.57	19.14	2RXS	J041851.3+172334	64.71406	17.39303	9.27	-22.84691	-3.95437	44.88	27.82	5.916467	0.078	0.0166	356.5	0.121	0.159	-0.164	0.198
1	0.7	21.1	0.3868	0.0281	13.1356	5.87E-12	3.53E-13	1.52E-11	6.14E-13	0.6456	0.0468	6.3169	4.19E-12	2.52E-13	6.49E-12	2.63E-13	81.111091	17.388068	16.6	4348	282.3	408.6	1508.7	1509.1	0.84	25.61	2RXS	J052425.7+172300	81.10719	17.38352	2.34	-10.28399	-5.79291	2439.13	625.34	25.293629	1.3965	0.0565	447.8	-0.105	0.032	-0.056	0.049
1	0.33	18.2	0.6515	0.2613	1.0093	3.13E-13	8.41E-14	4.80E-13	1.43E-13	0.9687	0.3885	0.0792	1.56E-13	4.20E-14	1.61E-13	4.80E-14	2.637013	17.400886	3.72	3999	18.2	18.7	1631.1	1608.9	0.38	3.72	2RXS	J001033.5+172419	2.63962	17.40528	12.66	-44.37636	14.89005	22.33	15.04	4.475586	0.0654	0.0195	229.9	-0.525	0.195	0.518	0.449
