c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	rass_name1	rass_name2	rass_ra	rass_dec	rass_pos_err	rass_l	rass_b	rass_ML	rass_counts	rass_counts_err	rass_count_rate	rass_count_rate_err	rass_exp_time	rass_hardness_ratio	rass_HR2	rass_HR3	rass_HR4
1	0.94	70.3	1.4396	0.7035	0.6918	2.18E-13	8.54E-14	1.51E-13	4.41E-14	0	0	0	0	0	0	0	48.417186	-55.448402	2.55	6465	8.8	9.6	1036.5	982.2	17.74	2.71	2RXS	J031332.2-552633	48.38424	-55.44274	17.4	-51.84934	-67.56101	13.14	23.71	6.914842	0.0245	0.0071	968.94	0.655	0.491	-0.249	0.27
1	1.1	36.1	1.0102	0.1441	0.0713	6.64E-13	4.68E-14	6.57E-13	8.14E-14	0.7989	0.1139	1.4771	6.27E-13	4.43E-14	7.85E-13	9.73E-14	96.326285	-55.343217	14.17	6064	235.1	354.6	11226.2	11459.7	5.66	7.22	2RXS	J062515.3-552101	96.31414	-55.35049	13.71	-25.64472	-78.39241	64.79	90.98	11.275003	0.0693	0.0086	1312.02	1	0.098	0.538	0.094
1	1.89	142.1	0.6584	0.327	0.7988	7.32E-14	2.46E-14	1.11E-13	4.07E-14	0	0	0	0	0	0	0	96.091835	-55.341545	2.98	6064	22.3	17.2	9619.8	9446.1	13.62	7	2RXS	J062407.7-551916	96.03229	-55.32126	18.73	-25.79635	-78.39794	9.08	15.33	5.613292	0.0118	0.0043	1295.19	0.612	0.328	0.08	0.276
1	0.77	42.6	1.1831	0.5569	0.3551	2.13E-13	7.09E-14	1.80E-13	5.97E-14	1.0859	0.5111	0.1747	2.47E-13	8.24E-14	2.28E-13	7.57E-14	65.794265	-55.122391	3	1938	12.7	14.1	1275.3	1158.2	29.87	1.55	2RXS	J042315.4-550711	65.81453	-55.11996	16.38	-42.89651	-73.77333	12.96	14.91	4.955614	0.0411	0.0136	363.22	0.058	0.194	0.325	0.228
1	0.33	10.1	2.0996	0.1957	8.8245	3.69E-12	1.65E-13	1.76E-12	1.44E-13	1.9704	0.1837	8.0668	4.14E-12	1.85E-13	2.10E-12	1.72E-13	65.00387	-54.93495	22.33	1937	509.8	669.5	2819.3	2872.8	1.13	1.35	2RXS	J042000.7-545615	65.00302	-54.93771	5.71	-43.39241	-73.35342	347.34	166.3	13.597588	0.4361	0.0357	381.3	-0.074	0.066	0.188	0.094
1	0.21	11.7	0.8964	0.4027	0.2408	1.16E-13	3.37E-14	1.29E-13	4.41E-14	0	0	0	0	0	0	0	96.350927	-54.854449	3.43	6064	24.7	22.2	6816	6851.9	28.98	7.64	2RXS	J062523.0-545109	96.34617	-54.85268	19.96	-25.52858	-77.90218	10.13	17.07	5.835469	0.0134	0.0046	1273.46	-0.182	0.81	-1	1.288
1	0.42	22.2	0.6293	0.2387	1.259	1.86E-13	5.73E-14	2.96E-13	6.56E-14	0.6546	0.2483	1.1528	1.69E-13	5.19E-14	2.58E-13	5.71E-14	64.312763	-54.761167	3.25	1937	13.4	16.2	1469.7	1490.8	25.65	1.35	2RXS	J041715.5-544518	64.31465	-54.75509	6.97	-43.82251	-72.97271	36.7	29.27	6.492687	0.0734	0.0163	398.94	-0.319	0.161	0.65	0.267
1	0.83	38	1.5499	0.615	1.128	3.17E-13	7.59E-14	2.05E-13	6.48E-14	0	0	0	0	0	0	0	65.069496	-54.597429	4.18	1938	22.9	22.3	1493	1545.9	21.27	1.41	2RXS	J042013.6-543522	65.05708	-54.58971	19.75	-43.44978	-73.08849	13.53	16.74	5.298684	0.0495	0.0157	337.91	-0.318	0.211	-0.301	0.377
1	0.95	50.8	0.5288	0.2107	1.652	1.26E-13	4.15E-14	2.39E-13	5.41E-14	0	0	0	0	0	0	0	97.993994	-54.477986	3.05	6063	17.5	14.8	4337.4	4342.1	26.7	6.58	2RXS	J063155.2-542922	97.98016	-54.48958	7.69	-24.52831	-77.33047	32.26	29.35	6.646154	0.0259	0.0059	1132.72	0.173	0.227	0.11	0.256
1	0.86	46.9	1.1883	0.5741	0.3597	1.56E-13	4.91E-14	1.31E-13	4.82E-14	0	0	0	0	0	0	0	98.116782	-54.433958	3.18	6063	15.3	17.6	3070.3	3428.4	25.13	6.57	2RXS	J063224.5-542638	98.10234	-54.4439	11.51	-24.44886	-77.26831	10.62	15.83	5.805257	0.0142	0.0052	1111.17	0.039	0.215	0.153	0.276
1	0.54	16.3	2.1975	0.1927	10.324	3.31E-12	1.28E-13	1.51E-12	1.19E-13	1.8721	0.1642	8.146	3.21E-12	1.24E-13	1.71E-12	1.35E-13	97.998557	-54.077997	25.78	6063	688.4	825.7	6471.7	6672.2	4.66	6.27	2RXS	J063200.7-540454	98.00302	-54.08169	3.41	-24.4235	-76.93204	386.21	188.39	14.819568	0.1658	0.013	1136.42	0.85	0.049	0.113	0.066
1	2.59	198.8	0.4196	0.1981	1.8022	8.25E-14	3.14E-14	1.97E-13	5.50E-14	0.4449	0.21	1.6981	7.69E-14	2.93E-14	1.73E-13	4.84E-14	97.89424	-53.953096	2.63	6063	16.8	12.7	6320.8	6515.3	5.07	6.14	2RXS	J063143.8-535410	97.93287	-53.90278	23.25	-24.42305	-76.76846	15.39	25.03	7.001762	0.0218	0.0061	1149.59	0.468	0.125	0.597	0.118
1	0.7	26.7	1.5551	0.4916	1.5354	3.06E-13	4.50E-14	1.97E-13	5.50E-14	1.6488	0.5212	1.7514	2.85E-13	4.20E-14	1.73E-13	4.84E-14	97.940105	-53.908854	6.79	6063	67.2	88.6	6822.3	6561.9	7.96	6.14	2RXS	J063143.8-535410	97.93287	-53.90278	23.25	-24.42305	-76.76846	15.39	25.03	7.001762	0.0218	0.0061	1149.59	0.468	0.125	0.597	0.118
1	0.36	14.8	1.037	0.289	0.1308	2.85E-13	4.94E-14	2.75E-13	6.01E-14	1.0104	0.2816	0.0372	2.73E-13	4.72E-14	2.70E-13	5.90E-14	98.332465	-53.90105	5.78	6063	45.5	52.4	4966.7	4878.1	17.77	6.28	2RXS	J063320.5-535350	98.33545	-53.89734	6.61	-24.19095	-76.705	38.25	32.54	7.111668	0.0302	0.0066	1075.82	0.627	0.174	0.572	0.151
1	0.75	30.9	0.1471	0.0327	10.5247	2.39E-13	5.01E-14	1.63E-12	1.22E-13	0.187	0.0415	9.6161	2.48E-14	5.19E-15	1.33E-13	9.94E-15	50.574974	-53.748903	4.78	4254	33.8	49.1	3535.4	3458.8	12.81	2.51	2RXS	J032214.9-534510	50.5621	-53.75288	5.26	-51.63587	-67.15651	387.41	206.73	15.496302	0.2755	0.0206	750.49	-0.944	0.027	-0.136	0.49
1	2.24	166.5	1.283	0.7555	0.4156	1.08E-13	4.61E-14	8.44E-14	3.43E-14	0	0	0	0	0	0	0	51.221333	-53.421723	2.35	4254	11	9.9	2374.3	2232.5	18.49	2.03	2RXS	J032511.7-532515	51.29895	-53.4211	13.79	-51.40641	-67.18594	8.33	13.16	5.35576	0.0163	0.0066	808.24	0.47	0.892	0.292	0.516
1	0.81	62.8	0.5103	0.2955	1.2016	6.97E-14	3.33E-14	1.37E-13	4.46E-14	0	0	0	0	0	0	0	50.774425	-53.367573	2.09	4254	10.7	19.4	3749.4	3714.7	12	2.32	2RXS	J032304.1-532102	50.76745	-53.35062	24.85	-51.71974	-66.92846	9.21	19.4	6.329781	0.0243	0.0079	799.98	0.433	0.947	-1	0.582
1	1.2	55.3	1.9253	0.8112	1.6013	2.36E-13	5.67E-14	1.22E-13	4.24E-14	0	0	0	0	0	0	0	51.132036	-53.323916	4.16	4254	25.3	24.7	2532.2	2565.2	19.64	2.09	2RXS	J032435.2-532011	51.1467	-53.33653	21.39	-51.52605	-67.06281	9.28	18.76	6.491104	0.0232	0.008	808.61	-0.423	0.217	0.934	0.445
1	2.42	178.2	0.5898	0.2288	1.4977	3.53E-13	1.20E-13	5.99E-13	1.12E-13	0.5124	0.1988	1.9102	3.27E-13	1.11E-13	6.38E-13	1.19E-13	119.362476	-53.280932	2.94	5500	16.9	19.6	1549.5	1512.7	18.89	15.67	2RXS	J075741.8-531453	119.42458	-53.2482	9.4	-12.32883	-70.46307	44.39	44	8.20591	0.0563	0.0105	781.44	1	0.049	0.358	0.079
1	1.68	90.5	0.8139	0.2611	0.6583	4.88E-13	1.27E-13	5.99E-13	1.12E-13	0.7074	0.227	1.1149	4.51E-13	1.18E-13	6.38E-13	1.19E-13	119.4369	-53.272225	3.83	5500	24.8	39	1647.1	1567.2	19.44	15.73	2RXS	J075741.8-531453	119.42458	-53.2482	9.4	-12.32883	-70.46307	44.39	44	8.20591	0.0563	0.0105	781.44	1	0.049	0.358	0.079
