#Column	usrid	(I7)	User Table identifier	(cross_match.usrid)	[""]	[meta.id]
#Column	separation	(F9.2)	Distance from master source to user source	(cross_match.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	flux_aper_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_lolim_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_hilim_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_s)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_lolim_s)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_hilim_s)	["erg/s/cm^2"]	[]
usrid	separation	name	ra	dec	flux_aper_m	flux_aper_lolim_m	flux_aper_hilim_m	flux_aper_s	flux_aper_lolim_s	flux_aper_hilim_s
   1195	   110.13	 2CXO J124333.9+113401	 12 43 33.95	+11 34 01.21	2.331e-15	2.140e-15	2.522e-15	2.067e-15	1.879e-15	2.256e-15
   1195	   110.55	 2CXO J124333.4+113341	 12 43 33.41	+11 33 41.86	         	         	         	3.670e-16	2.855e-16	4.486e-16
   1195	   112.19	 2CXO J124333.3+113239	 12 43 33.33	+11 32 39.94	3.263e-15	2.962e-15	3.544e-15	3.487e-15	3.181e-15	3.772e-15
   1195	   112.40	 2CXO J124333.4+113347	 12 43 33.40	+11 33 47.75	0.000e+00	0.000e+00	2.896e-17	0.000e+00	0.000e+00	5.512e-17
   1195	   113.14	 2CXO J124347.5+113221	 12 43 47.56	+11 32 21.95	7.083e-16	5.944e-16	8.223e-16	6.325e-16	5.076e-16	7.497e-16
   1195	   113.46	 2CXO J124333.1+113246	 12 43 33.12	+11 32 46.63	4.529e-16	3.550e-16	5.447e-16	4.785e-16	3.736e-16	5.834e-16
   1195	   113.69	 2CXO J124334.2+113414	 12 43 34.21	+11 34 14.66	2.590e-16	1.862e-16	3.319e-16	1.578e-16	8.971e-17	2.227e-16
   1195	   114.16	 2CXO J124336.9+113131	 12 43 36.98	+11 31 31.07	1.672e-16	9.287e-17	2.415e-16	4.155e-16	3.068e-16	5.242e-16
   1195	   115.28	 2CXO J124336.1+113136	 12 43 36.19	+11 31 36.89	2.113e-16	1.409e-16	2.817e-16	1.825e-16	1.059e-16	2.555e-16
   1195	   115.59	 2CXO J124341.5+113116	 12 43 41.58	+11 31 16.92	3.573e-16	2.423e-16	4.664e-16	3.658e-16	2.458e-16	4.801e-16
   1195	   116.06	 2CXO J124333.2+113229	 12 43 33.30	+11 32 29.34	8.214e-16	6.940e-16	9.487e-16	1.243e-15	1.089e-15	1.387e-15
   1195	   116.67	 2CXO J124348.1+113235	 12 43 48.20	+11 32 35.66	1.194e-16	6.427e-17	1.722e-16	8.005e-17	2.354e-17	1.342e-16
   1195	   117.56	 2CXO J124342.7+113118	 12 43 42.72	+11 31 18.16	3.949e-16	2.877e-16	4.964e-16	5.437e-16	4.182e-16	6.622e-16
   1195	   117.74	 2CXO J124332.6+113321	 12 43 32.66	+11 33 21.05	1.284e-16	7.192e-17	1.824e-16	2.768e-16	1.989e-16	3.503e-16
   1195	   118.67	 2CXO J124348.7+113302	 12 43 48.70	+11 33 02.81	1.556e-15	1.355e-15	1.745e-15	1.395e-15	1.206e-15	1.572e-15
   1195	   118.99	 2CXO J124344.3+113125	 12 43 44.33	+11 31 25.73	3.218e-16	2.106e-16	4.271e-16	4.118e-16	3.012e-16	5.224e-16
   1199	    12.20	 2CXO J223236.3+114351	 22 32 36.39	+11 43 51.00	6.615e-13	6.361e-13	6.869e-13	5.955e-13	5.719e-13	6.192e-13
   1203	    36.04	 2CXO J100843.2+114836	 10 08 43.25	+11 48 36.12	1.202e-15	6.708e-16	1.705e-15	8.619e-16	3.494e-16	1.351e-15
   1203	    43.10	2CXO J100847.7+114752X	 10 08 47.70	+11 47 52.84	         	         	         	         	         	         
   1203	    74.38	 2CXO J100846.8+114709	 10 08 46.88	+11 47 09.51	1.407e-15	9.105e-16	1.876e-15	1.127e-15	6.658e-16	1.562e-15
   1203	    88.82	 2CXO J100849.7+114924	 10 08 49.74	+11 49 24.06	2.879e-16	0.000e+00	5.620e-16	5.014e-16	8.720e-17	9.156e-16
   1203	   106.54	 2CXO J100852.1+114904	 10 08 52.11	+11 49 04.52	8.184e-16	3.507e-16	1.263e-15	3.366e-16	0.000e+00	7.086e-16
   1203	   110.09	 2CXO J100852.9+114810	 10 08 52.95	+11 48 10.98	4.732e-16	1.577e-16	7.887e-16	5.154e-16	1.289e-16	9.020e-16
   1204	     4.85	2CXO J123743.5+114905X	 12 37 43.58	+11 49 05.38	         	         	         	         	         	         
   1204	     5.18	 2CXO J123743.5+114905	 12 37 43.52	+11 49 05.54	7.730e-13	7.616e-13	7.837e-13	7.243e-13	7.156e-13	7.329e-13
   1204	     9.89	 2CXO J123744.1+114917	 12 37 44.13	+11 49 17.63	1.975e-15	1.373e-15	2.544e-15	7.460e-16	3.534e-16	1.119e-15
   1204	    11.22	 2CXO J123743.2+114901	 12 37 43.21	+11 49 01.46	5.623e-15	4.619e-15	6.627e-15	6.441e-15	5.458e-15	7.366e-15
   1204	    17.32	 2CXO J123744.5+114922	 12 37 44.54	+11 49 22.28	1.378e-15	9.273e-16	1.830e-15	5.310e-16	2.402e-16	8.218e-16
   1204	    30.90	 2CXO J123745.7+114916	 12 37 45.78	+11 49 16.44	3.089e-16	9.964e-17	5.082e-16	1.966e-16	2.564e-17	3.675e-16
   1204	    31.68	 2CXO J123742.0+114849	 12 37 42.09	+11 48 49.07	7.653e-16	3.827e-16	1.148e-15	2.446e-16	5.097e-17	4.383e-16
   1204	    35.77	 2CXO J123744.2+114835	 12 37 44.30	+11 48 35.02	7.397e-16	3.793e-16	1.100e-15	5.651e-16	2.895e-16	8.270e-16
   1204	    38.15	 2CXO J123742.7+114945	 12 37 42.79	+11 49 45.41	4.833e-16	1.963e-16	7.702e-16	5.507e-16	3.016e-16	7.999e-16
   1204	    43.60	 2CXO J123741.3+114935	 12 37 41.35	+11 49 35.96	1.447e-15	9.458e-16	1.947e-15	1.348e-15	9.593e-16	1.736e-15
   1204	    44.09	 2CXO J123741.3+114843	 12 37 41.33	+11 48 43.16	6.548e-16	2.889e-16	1.001e-15	9.960e-16	6.700e-16	1.322e-15
   1204	    44.47	 2CXO J123743.7+114825	 12 37 43.74	+11 48 25.30	1.496e-15	1.041e-15	1.930e-15	1.044e-15	7.084e-16	1.379e-15
   1204	    47.00	 2CXO J123742.6+114825	 12 37 42.64	+11 48 25.50	5.007e-16	2.146e-16	7.868e-16	3.006e-16	1.221e-16	4.791e-16
   1204	    49.73	 2CXO J123740.3+114902	 12 37 40.37	+11 49 02.15	3.233e-16	1.043e-16	5.319e-16	2.059e-16	5.148e-17	3.604e-16
   1204	    53.62	 2CXO J123743.1+115002	 12 37 43.12	+11 50 02.65	2.551e-16	6.713e-17	4.431e-16	3.352e-16	1.479e-16	5.226e-16
   1204	    56.17	 2CXO J123739.9+114914	 12 37 39.91	+11 49 14.73	4.597e-16	1.580e-16	7.470e-16	1.418e-16	6.754e-18	2.769e-16
   1204	    59.10	 2CXO J123740.4+114836	 12 37 40.41	+11 48 36.20	5.198e-16	2.228e-16	8.169e-16	4.370e-16	2.129e-16	6.499e-16
   1204	    61.81	 2CXO J123739.5+114907	 12 37 39.51	+11 49 07.07	3.946e-16	1.127e-16	6.576e-16	1.462e-16	1.329e-17	2.790e-16
   1204	    62.15	 2CXO J123746.3+114958	 12 37 46.31	+11 49 58.95	1.017e-15	5.875e-16	1.423e-15	4.128e-16	1.896e-16	6.247e-16
   1204	    70.40	 2CXO J123743.0+114800	 12 37 43.05	+11 48 00.05	2.079e-16	3.616e-17	3.706e-16	3.404e-16	1.502e-16	5.307e-16
   1204	    74.91	 2CXO J123746.4+115012	 12 37 46.47	+11 50 12.85	0.000e+00	0.000e+00	2.014e-16	4.015e-16	2.059e-16	5.971e-16
   1204	    85.95	 2CXO J123739.7+114806	 12 37 39.77	+11 48 06.32	5.376e-16	2.619e-16	8.133e-16	2.238e-16	5.595e-17	3.804e-16
   1204	   113.58	 2CXO J123740.3+114727	 12 37 40.31	+11 47 27.80	5.869e-14	5.562e-14	6.159e-14	5.088e-14	4.864e-14	5.298e-14
   1209	    12.40	 2CXO J100812.7+115948	 10 08 12.74	+11 59 48.97	2.273e-14	8.209e-15	3.726e-14	9.832e-14	6.697e-14	1.282e-13
   1209	    12.40	 2CXO J100812.8+115949	 10 08 12.82	+11 59 49.03	2.226e-14	8.527e-15	3.553e-14	9.006e-14	5.895e-14	1.212e-13
   1209	    98.08	 2CXO J100806.2+115939	 10 08 06.23	+11 59 39.04	0.000e+00	0.000e+00	1.050e-14	4.441e-15	1.057e-15	7.824e-15
   1226	     4.35	 2CXO J092603.2+124402	 09 26 03.24	+12 44 02.71	1.571e-12	1.551e-12	1.591e-12	2.494e-12	2.462e-12	2.525e-12
   1226	    95.52	 2CXO J092607.6+124519	 09 26 07.60	+12 45 19.58	2.462e-15	1.641e-15	3.237e-15	3.267e-14	2.885e-14	3.649e-14
   1226	    96.42	 2CXO J092603.3+124542	 09 26 03.39	+12 45 42.45	1.730e-15	9.062e-16	2.554e-15	4.752e-15	3.283e-15	6.220e-15
   1232	    17.31	 2CXO J100735.0+130144	 10 07 35.02	+13 01 44.64	9.085e-15	7.744e-15	1.035e-14	8.911e-14	8.549e-14	9.273e-14
   1235	    17.80	 2CXO J123649.3+130923	 12 36 49.37	+13 09 23.46	1.123e-15	7.129e-16	1.512e-15	1.177e-15	8.032e-16	1.532e-15
   1235	    18.18	 2CXO J123649.0+130901	 12 36 49.04	+13 09 01.81	3.875e-16	1.292e-16	6.330e-16	         	         	         
   1235	    20.41	 2CXO J123649.3+130926	 12 36 49.37	+13 09 26.75	5.156e-16	1.933e-16	8.378e-16	5.625e-16	2.308e-16	8.798e-16
   1235	    27.39	 2CXO J123650.1+130937	 12 36 50.19	+13 09 37.25	1.786e-16	0.000e+00	3.661e-16	3.266e-15	2.518e-15	3.974e-15
   1235	    30.89	 2CXO J123649.1+130936	 12 36 49.14	+13 09 36.98	0.000e+00	0.000e+00	2.365e-16	3.523e-16	1.215e-16	5.831e-16
   1235	    36.02	2CXO J123650.0+130945X	 12 36 50.10	+13 09 45.88	         	         	         	         	         	         
   1235	    36.67	 2CXO J123649.8+130946	 12 36 49.82	+13 09 46.20	2.312e-14	2.136e-14	2.488e-14	4.344e-14	4.114e-14	4.574e-14
   1235	    38.61	 2CXO J123648.2+130937	 12 36 48.28	+13 09 37.12	         	         	         	3.364e-16	1.081e-16	5.646e-16
   1235	    45.49	 2CXO J123647.8+130840	 12 36 47.80	+13 08 40.06	3.259e-15	2.577e-15	3.941e-15	2.594e-15	1.995e-15	3.159e-15
   1235	    47.89	 2CXO J123649.8+130957	 12 36 49.85	+13 09 57.55	3.056e-15	2.373e-15	3.703e-15	1.542e-15	1.105e-15	1.979e-15
   1235	    47.99	 2CXO J123650.5+130822	 12 36 50.53	+13 08 22.19	9.448e-16	5.736e-16	1.316e-15	6.765e-16	3.909e-16	9.471e-16
   1235	    48.08	 2CXO J123647.1+130850	 12 36 47.13	+13 08 50.83	2.313e-16	5.028e-17	4.123e-16	1.294e-16	0.000e+00	2.588e-16
   1235	    55.24	 2CXO J123651.0+131003	 12 36 51.02	+13 10 03.66	5.948e-16	2.817e-16	8.922e-16	4.520e-16	1.861e-16	7.179e-16
   1235	    55.53	 2CXO J123651.4+131002	 12 36 51.41	+13 10 02.27	5.263e-16	2.493e-16	7.895e-16	3.811e-16	1.667e-16	5.954e-16
   1235	    60.06	 2CXO J123650.9+131008	 12 36 50.91	+13 10 08.89	3.642e-16	1.292e-16	5.875e-16	2.521e-16	6.301e-17	4.306e-16
   1235	    61.59	 2CXO J123653.9+130936	 12 36 53.96	+13 09 36.52	0.000e+00	0.000e+00	2.484e-16	2.744e-16	7.839e-17	4.573e-16
   1235	    71.37	 2CXO J123645.3+130857	 12 36 45.34	+13 08 57.65	1.713e-15	1.170e-15	2.255e-15	0.000e+00	0.000e+00	1.666e-16
   1235	    73.42	 2CXO J123648.1+130802	 12 36 48.10	+13 08 02.86	1.308e-15	8.555e-16	1.761e-15	8.273e-16	4.701e-16	1.166e-15
   1235	    82.13	 2CXO J123654.1+131007	 12 36 54.14	+13 10 07.76	2.170e-16	5.426e-17	3.798e-16	3.418e-16	1.519e-16	5.317e-16
   1235	    83.53	 2CXO J123651.3+131031	 12 36 51.30	+13 10 31.69	5.701e-16	2.787e-16	8.488e-16	1.254e-16	6.600e-18	2.442e-16
   1235	    86.53	 2CXO J123647.5+130752	 12 36 47.54	+13 07 52.21	1.494e-15	1.014e-15	1.947e-15	1.478e-15	1.020e-15	1.937e-15
   1235	    89.52	 2CXO J123648.2+131034	 12 36 48.24	+13 10 34.92	1.638e-15	1.147e-15	2.103e-15	2.562e-15	1.959e-15	3.127e-15
   1235	    93.17	 2CXO J123644.0+130843	 12 36 44.04	+13 08 43.58	5.122e-16	2.220e-16	8.024e-16	2.290e-16	5.284e-17	3.963e-16
   1235	   107.91	 2CXO J123656.7+130821	 12 36 56.75	+13 08 21.15	6.048e-16	2.791e-16	9.149e-16	0.000e+00	0.000e+00	1.785e-16
   1235	   113.29	 2CXO J123646.9+131053	 12 36 46.97	+13 10 53.15	3.098e-16	7.436e-17	5.329e-16	7.173e-16	4.003e-16	1.034e-15
   1235	   113.91	 2CXO J123654.6+130736	 12 36 54.62	+13 07 36.49	3.650e-16	1.043e-16	6.083e-16	3.962e-16	1.366e-16	6.422e-16
   1235	   118.74	 2CXO J123646.4+131055	 12 36 46.40	+13 10 55.20	4.325e-15	3.547e-15	5.054e-15	9.614e-15	8.527e-15	1.070e-14
   1236	    62.18	 2CXO J010914.1+131019	 01 09 14.14	+13 10 19.09	7.785e-15	6.167e-15	9.402e-15	9.601e-15	7.238e-15	1.182e-14
   1239	     1.56	 2CXO J084047.6+131223	 08 40 47.60	+13 12 23.49	1.943e-13	1.885e-13	2.001e-13	1.611e-13	1.566e-13	1.654e-13
   1239	     4.58	 2CXO J084047.9+131223	 08 40 47.91	+13 12 23.18	4.130e-15	3.137e-15	5.071e-15	4.622e-15	3.809e-15	5.434e-15
   1239	     6.47	 2CXO J084048.0+131223	 08 40 48.04	+13 12 23.40	1.305e-15	6.524e-16	1.957e-15	1.737e-15	1.119e-15	2.355e-15
   1239	    23.35	 2CXO J084046.0+131219	 08 40 46.01	+13 12 19.49	         	         	         	0.000e+00	0.000e+00	1.550e-16
   1239	    63.24	 2CXO J084047.5+131325	 08 40 47.58	+13 13 25.16	8.092e-16	4.046e-16	1.190e-15	2.822e-16	1.045e-16	4.599e-16
   1239	    65.49	 2CXO J084050.8+131137	 08 40 50.90	+13 11 37.47	4.461e-16	1.487e-16	7.287e-16	         	         	         
   1239	    74.66	 2CXO J084043.4+131305	 08 40 43.44	+13 13 05.17	2.439e-15	1.794e-15	3.049e-15	1.814e-15	1.346e-15	2.282e-15
   1239	    86.96	 2CXO J084043.4+131119	 08 40 43.42	+13 11 19.98	2.860e-16	5.719e-17	5.147e-16	0.000e+00	0.000e+00	1.837e-16
   1239	    94.05	 2CXO J084041.1+131228	 08 40 41.18	+13 12 28.72	         	         	         	3.798e-16	1.611e-16	5.870e-16
   1239	   118.29	 2CXO J084043.7+131406	 08 40 43.78	+13 14 06.23	1.214e-16	0.000e+00	2.580e-16	         	         	         
   1240	     3.47	 2CXO J124252.3+131526	 12 42 52.39	+13 15 26.61	3.160e-13	2.811e-13	3.510e-13	2.678e-13	2.433e-13	2.923e-13
   1240	    53.07	 2CXO J124251.2+131439	 12 42 51.23	+13 14 39.97	1.098e-14	4.842e-15	1.711e-14	8.378e-15	3.696e-15	1.306e-14
   1240	   104.22	 2CXO J124253.4+131346	 12 42 53.43	+13 13 46.42	5.147e-15	3.028e-16	9.992e-15	1.005e-14	4.887e-15	1.493e-14
   1244	   117.29	 2CXO J010901.2+132238	 01 09 01.22	+13 22 38.90	2.559e-15	1.928e-15	3.155e-15	3.966e-15	3.162e-15	4.716e-15
   1250	     5.98	 2CXO J122934.1+134630	 12 29 34.12	+13 46 30.18	2.775e-14	2.521e-14	3.029e-14	3.862e-14	3.445e-14	4.280e-14
   1251	    18.32	 2CXO J124747.7+134617	 12 47 47.71	+13 46 17.45	3.540e-15	1.562e-15	5.518e-15	3.857e-14	3.191e-14	4.524e-14
   1251	    52.07	 2CXO J124750.1+134524	 12 47 50.19	+13 45 24.31	1.679e-15	3.998e-16	2.959e-15	0.000e+00	0.000e+00	1.801e-15
   1251	    68.09	 2CXO J124744.8+134655	 12 47 44.88	+13 46 55.24	0.000e+00	0.000e+00	1.771e-15	2.586e-15	8.890e-16	4.203e-15
   1259	    24.10	 2CXO J080133.5+141442	 08 01 33.56	+14 14 42.96	8.378e-14	7.119e-14	9.636e-14	7.957e-14	6.848e-14	9.067e-14
   1279	    24.56	 2CXO J005709.9+144610	 00 57 09.94	+14 46 10.28	1.104e-12	1.069e-12	1.140e-12	1.667e-12	1.631e-12	1.704e-12
   1279	    60.52	 2CXO J005707.4+144649	 00 57 07.48	+14 46 49.01	3.535e-15	1.560e-15	5.407e-15	5.737e-15	3.629e-15	7.844e-15
   1298	    53.84	 2CXO J123419.9+151427	 12 34 19.93	+15 14 27.90	1.177e-15	2.716e-16	2.037e-15	0.000e+00	0.000e+00	1.040e-15
   1298	    55.53	 2CXO J123417.7+151458	 12 34 17.72	+15 14 58.75	5.710e-15	3.701e-15	7.614e-15	0.000e+00	0.000e+00	9.158e-16
   1298	    79.96	 2CXO J123415.1+151248	 12 34 15.18	+15 12 48.42	3.932e-15	2.434e-15	5.337e-15	5.653e-15	3.318e-15	7.987e-15
   1298	    87.16	 2CXO J123413.0+151517	 12 34 13.10	+15 15 17.49	6.833e-16	3.254e-17	1.334e-15	         	         	         
   1303	    13.14	 2CXO J230332.7+152015	 23 03 32.79	+15 20 15.34	1.989e-13	1.751e-13	2.227e-13	2.347e-13	2.091e-13	2.586e-13
   1303	   108.88	 2CXO J230341.0+152039	 23 03 41.02	+15 20 39.75	5.504e-15	1.321e-15	9.468e-15	4.228e-15	1.007e-15	7.450e-15
   1308	     7.23	 2CXO J011303.6+153110	 01 13 03.62	+15 31 10.23	0.000e+00	0.000e+00	1.399e-16	         	         	         
   1308	    16.18	 2CXO J011302.7+153124	 01 13 02.76	+15 31 24.37	0.000e+00	0.000e+00	2.638e-16	         	         	         
   1308	    19.71	 2CXO J011302.1+153123	 01 13 02.18	+15 31 23.27	5.985e-16	3.065e-16	8.758e-16	0.000e+00	0.000e+00	1.581e-16
   1308	    28.43	 2CXO J011303.7+153042	 01 13 03.79	+15 30 42.34	6.479e-16	3.681e-16	9.130e-16	1.771e-16	1.686e-17	3.373e-16
   1308	    29.96	 2CXO J011302.8+153138	 01 13 02.85	+15 31 38.78	8.557e-16	5.022e-16	1.191e-15	2.547e-15	1.929e-15	3.164e-15
   1308	    52.50	 2CXO J011305.6+153146	 01 13 05.67	+15 31 46.55	3.540e-14	3.335e-14	3.733e-14	4.086e-14	3.847e-14	4.326e-14
   1308	    60.11	 2CXO J011305.4+153019	 01 13 05.43	+15 30 19.07	4.121e-16	1.462e-16	6.779e-16	0.000e+00	0.000e+00	1.623e-16
   1308	    84.78	 2CXO J011307.8+153158	 01 13 07.88	+15 31 58.76	3.066e-16	1.269e-16	4.864e-16	2.507e-16	3.271e-17	4.688e-16
   1308	    85.41	 2CXO J011258.2+153157	 01 12 58.28	+15 31 57.99	1.466e-15	1.026e-15	1.881e-15	1.335e-15	8.447e-16	1.798e-15
   1308	    87.96	 2CXO J011259.5+153220	 01 12 59.57	+15 32 20.45	3.268e-15	2.631e-15	3.862e-15	3.391e-15	2.704e-15	4.078e-15
   1308	    91.03	2CXO J011303.3+152938X	 01 13 03.35	+15 29 38.11	         	         	         	         	         	         
   1308	   101.01	 2CXO J011300.9+153244	 01 13 00.93	+15 32 44.97	9.313e-16	5.821e-16	1.261e-15	0.000e+00	0.000e+00	2.282e-16
   1320	    27.52	 2CXO J162512.4+154443	 16 25 12.43	+15 44 43.11	7.465e-16	4.019e-16	1.091e-15	5.087e-16	1.060e-16	9.115e-16
   1320	    28.57	 2CXO J162513.5+154418	 16 25 13.55	+15 44 18.27	2.596e-16	6.231e-17	4.569e-16	4.154e-16	1.762e-16	6.420e-16
   1320	    75.24	 2CXO J162514.2+154522	 16 25 14.29	+15 45 22.78	5.902e-14	5.645e-14	6.159e-14	7.590e-14	7.210e-14	7.947e-14
   1320	    75.60	 2CXO J162514.5+154520	 16 25 14.55	+15 45 20.79	2.067e-16	1.879e-17	3.946e-16	5.909e-16	2.626e-16	9.191e-16
   1320	    76.20	 2CXO J162514.4+154522	 16 25 14.46	+15 45 22.34	1.211e-15	7.137e-16	1.687e-15	9.679e-16	4.270e-16	1.480e-15
   1320	    79.80	 2CXO J162516.4+154340	 16 25 16.43	+15 43 40.48	0.000e+00	0.000e+00	1.999e-16	         	         	         
   1320	    95.46	 2CXO J162517.1+154510	 16 25 17.13	+15 45 10.22	4.275e-16	1.603e-16	6.947e-16	         	         	         
   1320	   100.69	 2CXO J162508.0+154545	 16 25 08.00	+15 45 45.01	3.119e-15	2.422e-15	3.779e-15	4.233e-15	3.387e-15	5.033e-15
   1320	   102.63	 2CXO J162507.5+154542	 16 25 07.53	+15 45 42.87	0.000e+00	0.000e+00	2.060e-16	2.346e-16	4.692e-17	4.223e-16
   1320	   112.13	 2CXO J162508.9+154233	 16 25 08.95	+15 42 33.01	2.140e-15	1.581e-15	2.667e-15	3.859e-15	2.834e-15	4.824e-15
   1321	    26.99	 2CXO J122330.7+154506	 12 23 30.79	+15 45 06.32	1.443e-13	1.403e-13	1.483e-13	3.380e-13	3.266e-13	3.494e-13
   1321	    43.81	 2CXO J122331.8+154454	 12 23 31.81	+15 44 54.18	1.043e-15	7.391e-16	1.348e-15	0.000e+00	0.000e+00	6.210e-16
   1323	    10.17	 2CXO J122254.1+154912	 12 22 54.13	+15 49 12.35	3.850e-15	3.324e-15	4.376e-15	1.058e-14	9.660e-15	1.151e-14
   1323	    12.66	 2CXO J122254.5+154904	 12 22 54.51	+15 49 04.44	7.399e-16	5.549e-16	9.156e-16	8.247e-16	6.268e-16	1.012e-15
   1323	    13.48	 2CXO J122254.1+154853	 12 22 54.11	+15 48 53.64	2.454e-16	9.970e-17	3.911e-16	1.642e-16	2.856e-17	2.998e-16
   1323	    17.54	 2CXO J122254.3+154919	 12 22 54.36	+15 49 19.21	1.044e-16	0.000e+00	2.145e-16	9.772e-16	5.863e-16	1.368e-15
   1323	    19.21	 2CXO J122253.7+154846	 12 22 53.73	+15 48 46.04	0.000e+00	0.000e+00	7.873e-17	0.000e+00	0.000e+00	5.484e-17
   1323	    19.84	 2CXO J122254.7+154916	 12 22 54.77	+15 49 16.31	1.126e-14	1.030e-14	1.217e-14	1.064e-14	9.658e-15	1.155e-14
   1323	    20.86	 2CXO J122252.2+154900	 12 22 52.23	+15 49 00.05	4.264e-16	2.759e-16	5.769e-16	5.202e-16	3.185e-16	7.114e-16
   1323	    21.70	 2CXO J122254.8+154918	 12 22 54.83	+15 49 18.21	6.560e-15	5.962e-15	7.123e-15	7.096e-15	6.463e-15	7.730e-15
   1323	    22.44	2CXO J122254.8+154918X	 12 22 54.87	+15 49 18.69	         	         	         	         	         	         
   1323	    24.02	 2CXO J122254.9+154920	 12 22 54.94	+15 49 20.09	1.168e-15	8.869e-16	1.434e-15	3.492e-15	2.955e-15	4.030e-15
   1323	    29.21	 2CXO J122253.0+154837	 12 22 53.04	+15 48 37.24	6.398e-16	4.265e-16	8.531e-16	8.238e-16	5.681e-16	1.065e-15
   1323	    31.41	 2CXO J122251.4+154900	 12 22 51.48	+15 49 00.81	1.356e-16	6.259e-17	2.086e-16	4.575e-16	3.105e-16	6.046e-16
   1323	    32.47	 2CXO J122252.6+154835	 12 22 52.67	+15 48 35.80	1.573e-16	5.841e-17	2.561e-16	2.221e-16	9.994e-17	3.442e-16
   1323	    33.38	 2CXO J122253.2+154832	 12 22 53.23	+15 48 32.33	8.653e-17	1.442e-17	1.586e-16	4.301e-16	2.688e-16	5.914e-16
   1323	    33.71	 2CXO J122255.9+154909	 12 22 55.94	+15 49 09.78	5.321e-16	3.716e-16	6.841e-16	4.773e-16	3.182e-16	6.364e-16
   1323	    35.63	 2CXO J122255.6+154925	 12 22 55.68	+15 49 25.05	5.027e-15	4.033e-15	6.021e-15	4.161e-15	3.217e-15	5.048e-15
   1323	    36.94	 2CXO J122251.1+154859	 12 22 51.10	+15 48 59.54	8.977e-16	7.036e-16	1.092e-15	8.769e-16	6.833e-16	1.059e-15
   1323	    40.04	 2CXO J122254.2+154944	 12 22 54.25	+15 49 44.23	3.258e-15	2.151e-15	4.302e-15	4.462e-15	3.218e-15	5.705e-15
   1323	    41.36	 2CXO J122255.9+154841	 12 22 55.98	+15 48 41.46	8.161e-16	6.302e-16	9.917e-16	6.040e-16	4.410e-16	7.670e-16
   1323	    44.16	 2CXO J122251.5+154938	 12 22 51.58	+15 49 38.04	4.416e-15	3.144e-15	5.689e-15	5.162e-15	3.769e-15	6.473e-15
   1323	    47.20	 2CXO J122250.8+154840	 12 22 50.86	+15 48 40.13	3.686e-16	2.369e-16	5.002e-16	3.523e-16	2.218e-16	4.828e-16
   1323	    51.23	 2CXO J122257.1+154857	 12 22 57.14	+15 48 57.34	8.928e-16	6.565e-16	1.129e-15	4.504e-16	2.858e-16	6.150e-16
   1323	    56.44	 2CXO J122251.0+154947	 12 22 51.04	+15 49 47.46	5.284e-16	2.818e-16	7.633e-16	6.592e-16	3.582e-16	9.458e-16
   1323	    56.59	 2CXO J122257.4+154916	 12 22 57.47	+15 49 16.54	7.766e-15	6.998e-15	8.489e-15	8.822e-15	7.985e-15	9.609e-15
