#Column	usrid	(I7)	User Table identifier	(cross_match.usrid)	[""]	[meta.id]
#Column	separation	(F9.2)	Distance from master source to user source	(cross_match.separation)	["arcsec"]	[pos.angDistance]
#Column	name	(A22)	Source name in the format '2CXO Jhhmmss.s{+|-}ddmmss[X]'	(master_source.name)	[""]	[]
#Column	ra	(A12)	Source position, ICRS right ascension	(master_source.ra)	[""]	[pos.eq.ra;meta.main]
#Column	dec	(A11)	Source position, ICRS declination	(master_source.dec)	[""]	[pos.eq.dec;meta.main]
#Column	flux_aper_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_lolim_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_m	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS medium (1.2-2.0 keV) energy band	(master_source.flux_aper_hilim_m)	["erg/s/cm^2"]	[]
#Column	flux_aper_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events; ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_s)	["erg/s/cm^2"]	[]
#Column	flux_aper_lolim_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% lower confidence limit); ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_lolim_s)	["erg/s/cm^2"]	[]
#Column	flux_aper_hilim_s	(E9.3)	Aperture-corrected net energy flux inferred from the source region aperture, best estimate derived from the longest block of a multi-band, flux-ordered Bayesian Block analysis of the contributing observations, and calculated by counting X-ray events (68% upper confidence limit); ACIS soft (0.5-1.2 keV) energy band	(master_source.flux_aper_hilim_s)	["erg/s/cm^2"]	[]
usrid	separation	name	ra	dec	flux_aper_m	flux_aper_lolim_m	flux_aper_hilim_m	flux_aper_s	flux_aper_lolim_s	flux_aper_hilim_s
    635	    70.44	 2CXO J053602.9-065042	 05 36 02.94	-06 50 42.86	1.465e-15	9.157e-16	2.015e-15	1.177e-14	8.318e-15	1.522e-14
    635	    86.53	 2CXO J053555.0-065105	 05 35 55.07	-06 51 05.18	0.000e+00	0.000e+00	4.833e-16	0.000e+00	0.000e+00	1.142e-15
    635	   106.89	 2CXO J053556.4-064822	 05 35 56.47	-06 48 22.78	7.502e-16	3.939e-16	1.107e-15	         	         	         
    635	   118.71	 2CXO J053605.1-064845	 05 36 05.14	-06 48 45.53	4.168e-16	2.183e-16	6.152e-16	0.000e+00	0.000e+00	2.459e-16
    650	     8.82	 2CXO J124938.6-060445	 12 49 38.65	-06 04 45.55	6.607e-13	6.315e-13	6.881e-13	1.727e-12	1.669e-12	1.781e-12
    650	    49.12	 2CXO J124937.3-060353	 12 49 37.34	-06 03 53.64	1.101e-14	6.684e-15	1.533e-14	6.467e-15	2.971e-15	9.963e-15
    650	    91.47	 2CXO J124944.0-060347	 12 49 44.01	-06 03 47.99	1.538e-14	1.060e-14	1.988e-14	3.560e-15	7.417e-16	6.378e-15
    656	     7.40	 2CXO J124837.8-054801	 12 48 37.80	-05 48 01.23	3.145e-16	1.534e-16	4.679e-16	0.000e+00	0.000e+00	1.052e-16
    656	     9.64	 2CXO J124837.8-054806	 12 48 37.80	-05 48 06.43	1.220e-15	1.013e-15	1.418e-15	1.360e-15	1.149e-15	1.572e-15
    656	    12.71	 2CXO J124838.3-054747	 12 48 38.30	-05 47 47.40	5.473e-16	4.085e-16	6.860e-16	9.700e-16	7.972e-16	1.143e-15
    656	    14.58	 2CXO J124838.6-054746	 12 48 38.68	-05 47 46.73	1.402e-15	1.097e-15	1.708e-15	4.680e-16	2.925e-16	6.434e-16
    656	    15.26	 2CXO J124839.0-054749	 12 48 39.06	-05 47 49.96	7.507e-16	5.904e-16	9.109e-16	6.382e-16	4.890e-16	7.874e-16
    656	    16.60	 2CXO J124837.1-054758	 12 48 37.18	-05 47 58.88	         	         	         	1.012e-15	7.764e-16	1.248e-15
    656	    17.05	 2CXO J124839.3-054807	 12 48 39.33	-05 48 07.14	5.584e-15	5.086e-15	6.055e-15	4.530e-15	4.165e-15	4.895e-15
    656	    17.35	 2CXO J124837.3-054749	 12 48 37.38	-05 47 49.37	2.282e-16	9.269e-17	3.636e-16	1.935e-16	7.036e-17	3.108e-16
    656	    19.56	 2CXO J124837.0-054753	 12 48 37.06	-05 47 53.42	2.072e-16	7.312e-17	3.352e-16	2.840e-16	1.285e-16	4.328e-16
    656	    19.57	 2CXO J124836.9-054800	 12 48 36.98	-05 48 00.96	1.201e-15	9.993e-16	1.390e-15	1.209e-15	1.011e-15	1.394e-15
    656	    20.32	 2CXO J124837.5-054743	 12 48 37.52	-05 47 43.34	1.971e-15	1.586e-15	2.355e-15	1.868e-15	1.543e-15	2.173e-15
    656	    22.53	 2CXO J124836.9-054810	 12 48 36.96	-05 48 10.71	4.001e-16	2.737e-16	5.194e-16	1.543e-16	7.713e-17	2.271e-16
    656	    25.27	 2CXO J124836.6-054801	 12 48 36.60	-05 48 01.49	2.738e-16	1.369e-16	4.108e-16	3.112e-16	1.651e-16	4.509e-16
    656	    26.60	 2CXO J124836.9-054817	 12 48 36.92	-05 48 17.07	         	         	         	8.363e-16	4.599e-16	1.192e-15
    656	    29.18	 2CXO J124839.7-054741	 12 48 39.77	-05 47 41.03	         	         	         	0.000e+00	0.000e+00	2.425e-16
    656	    29.52	 2CXO J124837.8-054731	 12 48 37.80	-05 47 31.50	1.051e-15	8.638e-16	1.237e-15	9.891e-16	8.207e-16	1.157e-15
    656	    31.35	 2CXO J124838.2-054728	 12 48 38.21	-05 47 28.78	3.517e-16	2.326e-16	4.708e-16	2.695e-16	1.732e-16	3.609e-16
    656	    31.47	 2CXO J124836.1-054801	 12 48 36.19	-05 48 01.95	8.485e-16	6.747e-16	1.012e-15	1.020e-15	8.388e-16	1.202e-15
    656	    31.53	 2CXO J124836.3-054811	 12 48 36.33	-05 48 11.80	2.491e-16	1.568e-16	3.413e-16	4.371e-16	3.032e-16	5.640e-16
    656	    32.00	 2CXO J124837.7-054729	 12 48 37.73	-05 47 29.24	         	         	         	0.000e+00	0.000e+00	3.450e-16
    656	    32.85	 2CXO J124839.9-054738	 12 48 39.93	-05 47 38.17	8.149e-16	6.501e-16	9.705e-16	7.221e-16	5.758e-16	8.592e-16
    656	    33.31	 2CXO J124839.3-054730	 12 48 39.31	-05 47 30.45	1.226e-15	9.119e-16	1.525e-15	5.345e-16	3.474e-16	7.215e-16
    656	    33.35	 2CXO J124836.0-054803	 12 48 36.07	-05 48 03.12	8.444e-16	6.433e-16	1.045e-15	8.520e-16	6.650e-16	1.039e-15
    656	    33.79	 2CXO J124836.9-054732	 12 48 36.98	-05 47 32.61	1.505e-16	4.215e-17	2.589e-16	4.956e-16	3.135e-16	6.776e-16
    656	    33.90	 2CXO J124836.1-054750	 12 48 36.11	-05 47 50.77	2.527e-16	1.197e-16	3.790e-16	3.297e-16	1.689e-16	4.825e-16
    656	    33.97	2CXO J124839.3-054730A	 12 48 39.38	-05 47 30.30	2.113e-15	1.733e-15	2.469e-15	2.323e-15	1.987e-15	2.639e-15
    656	    34.37	 2CXO J124836.2-054816	 12 48 36.25	-05 48 16.05	6.331e-16	4.109e-16	8.441e-16	4.711e-16	3.034e-16	6.388e-16
    656	    34.59	 2CXO J124835.9-054756	 12 48 35.99	-05 47 56.40	1.551e-15	1.233e-15	1.870e-15	2.032e-15	1.674e-15	2.391e-15
    656	    35.91	 2CXO J124835.8-054802	 12 48 35.89	-05 48 02.56	3.320e-15	2.976e-15	3.663e-15	2.893e-15	2.577e-15	3.187e-15
    656	    36.10	 2CXO J124835.9-054752	 12 48 35.93	-05 47 52.15	1.449e-15	1.184e-15	1.699e-15	1.584e-15	1.312e-15	1.840e-15
    656	    36.70	 2CXO J124835.8-054759	 12 48 35.83	-05 47 59.70	4.121e-16	2.629e-16	5.613e-16	4.072e-16	2.413e-16	5.656e-16
    656	    36.71	 2CXO J124836.7-054731	 12 48 36.73	-05 47 31.71	1.615e-15	1.407e-15	1.824e-15	1.628e-15	1.399e-15	1.843e-15
    656	    37.59	 2CXO J124835.7-054802	 12 48 35.78	-05 48 02.90	9.627e-16	7.405e-16	1.185e-15	7.818e-16	5.864e-16	9.773e-16
    656	    38.80	 2CXO J124835.7-054803	 12 48 35.70	-05 48 03.94	6.790e-16	5.134e-16	8.363e-16	1.141e-15	9.332e-16	1.335e-15
    656	    39.02	 2CXO J124835.6-054757	 12 48 35.68	-05 47 57.73	2.675e-16	1.137e-16	4.213e-16	6.211e-16	4.007e-16	8.314e-16
    656	    41.60	 2CXO J124835.7-054741	 12 48 35.79	-05 47 41.78	         	         	         	0.000e+00	0.000e+00	3.766e-16
    656	    42.92	 2CXO J124836.0-054732	 12 48 36.10	-05 47 32.35	3.784e-16	2.695e-16	4.874e-16	2.321e-16	1.354e-16	3.239e-16
    656	    43.62	 2CXO J124835.3-054754	 12 48 35.39	-05 47 54.37	1.025e-15	7.645e-16	1.285e-15	1.807e-15	1.488e-15	2.126e-15
    656	    44.79	 2CXO J124840.8-054822	 12 48 40.88	-05 48 22.75	         	         	         	0.000e+00	0.000e+00	1.506e-16
    656	    46.58	 2CXO J124838.8-054714	 12 48 38.85	-05 47 14.27	8.730e-16	7.030e-16	1.043e-15	5.612e-16	4.365e-16	6.860e-16
    656	    46.60	 2CXO J124836.1-054833	 12 48 36.12	-05 48 33.55	6.767e-16	5.233e-16	8.301e-16	4.908e-16	3.549e-16	6.192e-16
    656	    47.06	 2CXO J124839.0-054714	 12 48 39.03	-05 47 14.35	9.841e-16	7.668e-16	1.201e-15	1.297e-15	1.071e-15	1.522e-15
    656	    47.91	 2CXO J124835.1-054811	 12 48 35.17	-05 48 11.16	2.267e-16	1.352e-16	3.140e-16	3.203e-16	1.994e-16	4.411e-16
    656	    48.65	 2CXO J124841.2-054819	 12 48 41.28	-05 48 19.58	         	         	         	5.299e-16	3.631e-16	6.967e-16
    656	    48.80	 2CXO J124840.9-054731	 12 48 40.93	-05 47 31.31	5.361e-16	3.926e-16	6.720e-16	4.582e-16	3.360e-16	5.743e-16
    656	    51.69	 2CXO J124836.7-054846	 12 48 36.71	-05 48 46.06	4.558e-16	2.735e-16	6.381e-16	6.887e-16	4.833e-16	8.941e-16
    656	    52.32	 2CXO J124835.3-054732	 12 48 35.32	-05 47 32.33	9.452e-16	7.652e-16	1.115e-15	9.232e-16	7.522e-16	1.083e-15
    656	    52.94	 2CXO J124834.7-054806	 12 48 34.77	-05 48 06.70	0.000e+00	0.000e+00	1.778e-16	0.000e+00	0.000e+00	2.134e-16
    656	    53.38	 2CXO J124841.5-054737	 12 48 41.52	-05 47 37.04	6.689e-16	4.837e-16	8.439e-16	7.712e-16	5.839e-16	9.585e-16
    656	    54.29	 2CXO J124836.5-054847	 12 48 36.50	-05 48 47.39	6.665e-16	5.262e-16	8.068e-16	1.525e-15	1.312e-15	1.725e-15
    656	    56.02	 2CXO J124834.5-054759	 12 48 34.54	-05 47 59.10	3.035e-16	1.472e-16	4.599e-16	3.795e-16	2.156e-16	5.348e-16
    656	    56.84	 2CXO J124834.5-054749	 12 48 34.55	-05 47 49.44	         	         	         	8.487e-16	6.661e-16	1.021e-15
    656	    57.33	 2CXO J124835.0-054831	 12 48 35.06	-05 48 31.11	0.000e+00	0.000e+00	1.326e-16	2.495e-16	1.040e-16	3.951e-16
    656	    59.85	 2CXO J124834.5-054820	 12 48 34.51	-05 48 20.21	2.473e-16	1.442e-16	3.503e-16	4.776e-16	3.474e-16	6.079e-16
    656	    59.99	 2CXO J124834.5-054739	 12 48 34.51	-05 47 39.96	         	         	         	2.115e-15	1.859e-15	2.355e-15
    656	    63.42	 2CXO J124834.6-054727	 12 48 34.66	-05 47 27.10	0.000e+00	0.000e+00	2.716e-16	         	         	         
    656	    63.98	 2CXO J124834.3-054734	 12 48 34.37	-05 47 34.35	7.700e-16	6.361e-16	8.969e-16	7.808e-16	6.223e-16	9.279e-16
    656	    65.74	 2CXO J124834.0-054815	 12 48 34.01	-05 48 15.35	0.000e+00	0.000e+00	2.603e-16	0.000e+00	0.000e+00	1.782e-16
    656	    66.24	 2CXO J124833.8-054751	 12 48 33.89	-05 47 51.34	1.071e-15	6.932e-16	1.428e-15	1.155e-15	7.625e-16	1.547e-15
    656	    67.64	 2CXO J124837.8-054652	 12 48 37.88	-05 46 52.75	3.322e-16	2.235e-16	4.410e-16	5.104e-16	3.861e-16	6.347e-16
    656	    67.67	 2CXO J124833.8-054810	 12 48 33.81	-05 48 10.21	4.100e-16	2.330e-16	5.871e-16	4.336e-16	2.601e-16	5.974e-16
    656	    68.93	 2CXO J124841.6-054846	 12 48 41.68	-05 48 46.97	         	         	         	2.045e-16	9.397e-17	3.151e-16
    656	    70.57	 2CXO J124833.7-054820	 12 48 33.77	-05 48 20.75	1.480e-16	6.833e-17	2.240e-16	1.839e-16	1.076e-16	2.602e-16
    656	    70.84	 2CXO J124838.9-054649	 12 48 38.94	-05 46 49.94	         	         	         	0.000e+00	0.000e+00	3.920e-16
    656	    73.24	 2CXO J124833.9-054834	 12 48 33.96	-05 48 34.49	6.177e-16	4.083e-16	8.167e-16	7.760e-16	5.486e-16	9.901e-16
    656	    73.51	 2CXO J124835.0-054855	 12 48 35.08	-05 48 55.88	         	         	         	         	         	         
    656	    74.05	 2CXO J124843.2-054808	 12 48 43.22	-05 48 08.62	5.620e-16	4.215e-16	6.951e-16	5.684e-16	4.320e-16	6.972e-16
    656	    75.66	 2CXO J124833.3-054816	 12 48 33.34	-05 48 16.31	4.844e-16	3.530e-16	6.076e-16	6.079e-16	4.631e-16	7.430e-16
    656	    75.99	 2CXO J124839.2-054645	 12 48 39.24	-05 46 45.43	6.057e-16	4.405e-16	7.630e-16	2.860e-16	1.706e-16	3.964e-16
    656	    77.57	 2CXO J124834.9-054859	 12 48 34.94	-05 48 59.36	1.593e-15	1.363e-15	1.823e-15	1.346e-15	1.142e-15	1.538e-15
    656	    77.92	 2CXO J124833.2-054741	 12 48 33.22	-05 47 41.83	5.614e-15	4.984e-15	6.210e-15	5.145e-15	4.617e-15	5.674e-15
    656	    81.72	 2CXO J124832.9-054743	 12 48 32.93	-05 47 43.24	3.028e-16	7.268e-17	5.330e-16	1.572e-16	2.734e-17	2.870e-16
    656	    85.20	 2CXO J124833.6-054849	 12 48 33.62	-05 48 49.17	0.000e+00	0.000e+00	2.504e-16	4.248e-16	1.942e-16	6.433e-16
    656	    87.88	 2CXO J124835.8-054640	 12 48 35.81	-05 46 40.44	0.000e+00	0.000e+00	2.203e-16	         	         	         
    656	    98.34	 2CXO J124832.6-054851	 12 48 32.66	-05 48 51.10	1.265e-15	1.032e-15	1.487e-15	1.033e-15	8.482e-16	1.218e-15
    656	   103.40	 2CXO J124831.8-054838	 12 48 31.86	-05 48 38.56	2.849e-16	1.818e-16	3.879e-16	1.455e-16	6.890e-17	2.220e-16
    656	   105.35	 2CXO J124833.1-054913	 12 48 33.20	-05 49 13.07	7.519e-16	5.582e-16	9.342e-16	1.077e-15	8.644e-16	1.290e-15
    656	   105.40	 2CXO J124834.2-054926	 12 48 34.21	-05 49 26.13	0.000e+00	0.000e+00	5.223e-17	5.859e-16	3.972e-16	7.647e-16
    656	   108.06	 2CXO J124831.6-054844	 12 48 31.69	-05 48 44.37	2.036e-16	9.717e-17	3.054e-16	3.387e-16	2.238e-16	4.536e-16
    656	   108.35	 2CXO J124831.7-054846	 12 48 31.73	-05 48 46.63	1.223e-15	1.006e-15	1.425e-15	8.559e-16	6.868e-16	1.014e-15
    656	   109.04	 2CXO J124832.8-054913	 12 48 32.89	-05 49 13.46	         	         	         	0.000e+00	0.000e+00	1.511e-16
    656	   111.57	 2CXO J124831.0-054828	 12 48 31.06	-05 48 28.60	4.099e-16	2.705e-16	5.493e-16	3.452e-16	2.140e-16	4.695e-16
    656	   112.59	 2CXO J124845.0-054711	 12 48 45.09	-05 47 11.26	0.000e+00	0.000e+00	1.719e-16	0.000e+00	0.000e+00	6.325e-16
    656	   117.21	 2CXO J124830.8-054836	 12 48 30.83	-05 48 36.91	4.342e-15	3.826e-15	4.859e-15	4.128e-15	3.633e-15	4.624e-15
    656	   118.96	 2CXO J124833.2-054628	 12 48 33.24	-05 46 28.06	6.883e-16	5.253e-16	8.513e-16	7.807e-16	6.306e-16	9.308e-16
    661	    15.73	 2CXO J124753.5-054312	 12 47 53.56	-05 43 12.28	3.688e-14	3.420e-14	3.955e-14	7.111e-14	6.579e-14	7.643e-14
    673	     6.02	 2CXO J172637.7-050512	 17 26 37.76	-05 05 12.08	4.177e-14	3.745e-14	4.610e-14	5.000e-13	4.797e-13	5.203e-13
    673	    57.52	 2CXO J172636.5-050414	 17 26 36.51	-05 04 14.12	8.008e-15	5.942e-15	1.008e-14	0.000e+00	0.000e+00	1.695e-15
    677	    14.41	 2CXO J205552.5-045202	 20 55 52.56	-04 52 02.65	1.892e-13	1.828e-13	1.956e-13	4.040e-13	3.907e-13	4.173e-13
    677	    70.55	 2CXO J205556.6-045123	 20 55 56.64	-04 51 23.84	8.088e-15	6.714e-15	9.382e-15	7.609e-15	5.293e-15	9.814e-15
    679	    19.92	 2CXO J205649.2-045051	 20 56 49.22	-04 50 51.86	6.196e-14	5.786e-14	6.606e-14	3.103e-13	2.995e-13	3.211e-13
    679	    47.20	 2CXO J205646.2-045124	 20 56 46.30	-04 51 24.99	1.010e-15	4.457e-16	1.545e-15	         	         	         
    679	    76.37	 2CXO J205651.7-044953	 20 56 51.73	-04 49 53.14	5.551e-16	1.332e-16	9.769e-16	8.191e-16	3.614e-16	1.277e-15
    679	    99.55	 2CXO J205643.8-044926	 20 56 43.84	-04 49 26.93	2.085e-15	1.303e-15	2.867e-15	7.917e-16	3.299e-16	1.232e-15
    679	   114.68	 2CXO J205654.1-045153	 20 56 54.14	-04 51 53.19	1.923e-15	1.115e-15	2.692e-15	0.000e+00	0.000e+00	2.442e-16
    684	     6.63	 2CXO J205532.0-043102	 20 55 32.00	-04 31 02.50	4.021e-14	3.764e-14	4.279e-14	1.689e-13	1.635e-13	1.742e-13
    684	    51.12	 2CXO J205535.5-043059	 20 55 35.51	-04 30 59.14	1.592e-15	9.043e-16	2.243e-15	2.537e-15	1.624e-15	3.399e-15
    684	    78.95	 2CXO J205535.8-043000	 20 55 35.82	-04 30 00.05	2.335e-15	1.477e-15	3.146e-15	1.065e-15	2.485e-16	1.881e-15
    689	     9.65	 2CXO J012229.6-042110	 01 22 29.68	-04 21 10.82	4.034e-15	2.172e-15	5.793e-15	1.818e-15	6.818e-16	2.954e-15
    689	    22.74	 2CXO J012227.8-042126	 01 22 27.88	-04 21 26.96	3.585e-13	3.414e-13	3.755e-13	3.702e-13	3.539e-13	3.854e-13
    689	    56.52	 2CXO J012228.2-042024	 01 22 28.21	-04 20 24.30	4.276e-15	2.546e-15	6.007e-15	2.236e-15	8.383e-16	3.563e-15
    718	    15.66	 2CXO J221852.3-033543	 22 18 52.35	-03 35 43.39	1.494e-15	1.074e-15	1.914e-15	1.579e-15	1.062e-15	2.069e-15
    718	    15.99	 2CXO J221852.5-033547	 22 18 52.55	-03 35 47.41	3.020e-16	5.252e-17	5.515e-16	3.619e-16	4.721e-17	6.609e-16
    718	    18.12	 2CXO J221852.0-033537	 22 18 52.04	-03 35 37.09	2.459e-13	2.403e-13	2.514e-13	2.959e-13	2.885e-13	3.032e-13
    718	    34.38	 2CXO J221852.1-033605	 22 18 52.16	-03 36 05.54	2.297e-16	3.996e-17	4.095e-16	         	         	         
    718	    73.43	 2CXO J221850.1-033438	 22 18 50.12	-03 34 38.44	1.156e-14	1.050e-14	1.258e-14	1.329e-14	1.182e-14	1.475e-14
    718	    87.53	 2CXO J221849.3-033429	 22 18 49.35	-03 34 29.81	7.214e-16	4.303e-16	9.999e-16	         	         	         
    724	     7.21	 2CXO J141314.8-031227	 14 13 14.87	-03 12 27.49	2.397e-14	1.975e-14	2.820e-14	1.095e-14	8.629e-15	1.327e-14
    724	     7.69	2CXO J141314.8-031228X	 14 13 14.88	-03 12 28.30	         	         	         	         	         	         
    724	    50.31	 2CXO J141311.9-031232	 14 13 11.96	-03 12 32.78	5.290e-15	3.493e-15	6.987e-15	5.023e-15	3.541e-15	6.423e-15
    724	    65.21	 2CXO J141319.3-031200	 14 13 19.35	-03 12 00.80	         	         	         	7.353e-16	1.751e-16	1.296e-15
    729	     8.97	2CXO J045411.4-030051X	 04 54 11.44	-03 00 51.94	         	         	         	         	         	         
    729	    29.88	 2CXO J045412.8-030047	 04 54 12.83	-03 00 47.42	2.681e-15	2.100e-15	3.262e-15	8.688e-16	5.560e-16	1.182e-15
    729	    69.83	 2CXO J045410.6-025941	 04 54 10.63	-02 59 41.04	3.320e-16	1.186e-16	5.454e-16	1.921e-16	5.489e-17	3.293e-16
    729	    81.14	 2CXO J045413.5-030201	 04 54 13.50	-03 02 01.53	4.736e-16	1.924e-16	7.400e-16	0.000e+00	0.000e+00	1.569e-16
    729	   101.15	 2CXO J045412.3-025912	 04 54 12.30	-02 59 12.01	5.994e-16	3.188e-16	8.799e-16	         	         	         
    732	    12.82	 2CXO J053756.3-024512	 05 37 56.32	-02 45 12.35	         	         	         	         	         	         
    732	    93.11	 2CXO J053801.4-024601	 05 38 01.41	-02 46 01.26	         	         	         	         	         	         
    735	    48.67	 2CXO J053754.4-023930	 05 37 54.42	-02 39 30.35	         	         	         	         	         	         
    737	     6.88	 2CXO J053844.8-023556	 05 38 44.84	-02 35 57.00	         	         	         	         	         	         
    737	     9.31	 2CXO J053844.7-023559	 05 38 44.76	-02 35 59.98	         	         	         	         	         	         
    737	    14.25	 2CXO J053845.3-023540	 05 38 45.31	-02 35 40.99	         	         	         	         	         	         
    737	    16.81	 2CXO J053845.6-023558	 05 38 45.62	-02 35 58.59	         	         	         	         	         	         
    737	    20.94	 2CXO J053845.0-023531	 05 38 45.07	-02 35 31.05	         	         	         	         	         	         
    737	    33.53	 2CXO J053843.0-023614	 05 38 43.02	-02 36 14.24	         	         	         	         	         	         
    737	    39.84	 2CXO J053847.1-023540	 05 38 47.18	-02 35 40.22	         	         	         	         	         	         
    737	    47.67	 2CXO J053841.4-023551	 05 38 41.44	-02 35 51.97	         	         	         	         	         	         
    737	    49.59	 2CXO J053847.4-023525	 05 38 47.45	-02 35 25.19	         	         	         	         	         	         
    737	    62.08	 2CXO J053846.8-023643	 05 38 46.84	-02 36 43.32	         	         	         	         	         	         
    737	    65.81	 2CXO J053848.6-023615	 05 38 48.68	-02 36 15.94	         	         	         	         	         	         
    737	    72.27	 2CXO J053841.3-023644	 05 38 41.37	-02 36 44.20	         	         	         	         	         	         
    737	    74.25	 2CXO J053848.2-023640	 05 38 48.29	-02 36 40.83	         	         	         	         	         	         
    737	    75.96	 2CXO J053843.8-023706	 05 38 43.88	-02 37 06.02	         	         	         	         	         	         
    737	    90.69	 2CXO J053842.2-023714	 05 38 42.28	-02 37 14.53	         	         	         	         	         	         
    737	    95.77	 2CXO J053849.6-023452	 05 38 49.70	-02 34 52.70	         	         	         	         	         	         
    737	    99.10	 2CXO J053850.7-023626	 05 38 50.80	-02 36 26.43	         	         	         	         	         	         
    737	   101.00	 2CXO J053847.9-023719	 05 38 47.90	-02 37 19.12	         	         	         	         	         	         
    737	   104.18	 2CXO J053841.2-023722	 05 38 41.29	-02 37 22.33	         	         	         	         	         	         
    737	   104.27	 2CXO J053850.1-023653	 05 38 50.16	-02 36 53.96	         	         	         	         	         	         
    737	   106.51	 2CXO J053851.4-023620	 05 38 51.46	-02 36 20.25	         	         	         	         	         	         
    737	   106.92	 2CXO J053838.2-023638	 05 38 38.22	-02 36 38.19	         	         	         	         	         	         
    737	   107.41	 2CXO J053851.7-023603	 05 38 51.74	-02 36 03.10	         	         	         	         	         	         
    737	   107.55	 2CXO J053838.4-023455	 05 38 38.49	-02 34 55.00	         	         	         	         	         	         
    737	   111.34	 2CXO J053850.5-023657	 05 38 50.56	-02 36 57.85	         	         	         	         	         	         
    737	   118.18	 2CXO J053841.2-023737	 05 38 41.23	-02 37 37.61	         	         	         	         	         	         
    738	    11.89	 2CXO J053753.0-023334	 05 37 53.01	-02 33 34.31	         	         	         	         	         	         
    753	     3.06	 2CXO J054045.4-015633	 05 40 45.47	-01 56 33.56	8.199e-13	8.108e-13	8.290e-13	9.222e-12	9.185e-12	9.258e-12
    755	     7.75	 2CXO J054135.7-015348	 05 41 35.76	-01 53 48.95	5.094e-16	2.616e-16	7.573e-16	         	         	         
    755	    19.38	 2CXO J054136.5-015354	 05 41 36.60	-01 53 54.86	3.196e-14	3.023e-14	3.369e-14	4.664e-15	4.047e-15	5.282e-15
    755	    20.26	 2CXO J054133.9-015351	 05 41 33.96	-01 53 51.30	2.705e-15	2.170e-15	3.211e-15	2.221e-16	7.879e-17	3.582e-16
    755	    23.46	 2CXO J054136.8-015359	 05 41 36.82	-01 53 59.19	7.409e-15	6.559e-15	8.259e-15	1.604e-15	1.232e-15	1.956e-15
    755	    24.07	 2CXO J054135.0-015329	 05 41 35.04	-01 53 29.03	9.592e-16	6.563e-16	1.262e-15	1.807e-16	4.518e-17	3.072e-16
    755	    25.96	 2CXO J054136.6-015408	 05 41 36.69	-01 54 08.56	1.959e-15	1.549e-15	2.369e-15	9.830e-16	6.725e-16	1.276e-15
    755	    27.10	 2CXO J054135.4-015419	 05 41 35.47	-01 54 19.76	         	         	         	2.279e-16	0.000e+00	4.558e-16
    755	    27.67	 2CXO J054136.9-015339	 05 41 36.94	-01 53 39.88	6.227e-16	3.791e-16	8.664e-16	0.000e+00	0.000e+00	1.243e-16
    755	    30.89	 2CXO J054135.8-015422	 05 41 35.82	-01 54 22.70	4.615e-16	2.423e-16	6.808e-16	         	         	         
    755	    34.60	 2CXO J054136.2-015424	 05 41 36.23	-01 54 24.48	3.278e-15	2.703e-15	3.820e-15	5.648e-16	3.093e-16	8.203e-16
    755	    35.67	 2CXO J054134.4-015319	 05 41 34.40	-01 53 19.78	1.481e-14	1.361e-14	1.602e-14	2.312e-15	1.855e-15	2.742e-15
    755	    36.37	 2CXO J054137.7-015351	 05 41 37.74	-01 53 51.77	8.545e-14	8.263e-14	8.828e-14	8.565e-15	7.673e-15	9.404e-15
    755	    36.55	 2CXO J054133.8-015323	 05 41 33.82	-01 53 23.81	1.875e-14	1.735e-14	2.015e-14	3.671e-15	2.920e-15	4.422e-15
    755	    38.33	 2CXO J054136.5-015319	 05 41 36.54	-01 53 19.15	3.704e-15	3.120e-15	4.288e-15	1.047e-16	4.986e-18	2.044e-16
    755	    41.76	 2CXO J054138.0-015357	 05 41 38.08	-01 53 57.59	6.946e-15	6.126e-15	7.766e-15	5.045e-16	2.852e-16	7.129e-16
    755	    47.30	 2CXO J054137.6-015424	 05 41 37.63	-01 54 24.90	8.196e-15	7.262e-15	9.074e-15	1.580e-15	1.153e-15	1.981e-15
    755	    48.64	 2CXO J054133.8-015309	 05 41 33.86	-01 53 09.26	1.931e-15	1.486e-15	2.352e-15	1.227e-15	8.962e-16	1.539e-15
