c1,normalized_offset,ets_rass_offset,flux_ratio,f_err,std_dev_diff,flux_ets,flux_ets_err,flux_rass,flux_rass_err,c11,c12,c13,c14,c15,c16,c17,c18,c19,ets_snr,c21,c22,c23,c24,c25,c26,c27,rass_name1,rass_name2,rass_ra,rass_dec,rass_pos_err,rass_l,rass_b,rass_ML,rass_counts,rass_counts_err,rass_count_rate,rass_count_rate_err,rass_exp_time,rass_hardness_ratio,rass_HR2,rass_HR3,rass_HR4,usrid,separation,name,ra,dec,flux_aper_m,flux_aper_lolim_m,flux_aper_hilim_m,flux_aper_s,flux_aper_lolim_s,flux_aper_hilim_s,csc_ra_deg,csc_dec_deg
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,52.42, 2CXO J122155.0+042823, 12 21 55.00,+04 28 23.94,0.000e+00,0.000e+00,2.955e-16,0.000e+00,0.000e+00,8.086e-16,185.47916666666663,4.473316666666666
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,59.74, 2CXO J122152.8+042828, 12 21 52.87,+04 28 28.58,2.688e-16,5.377e-17,4.839e-16,4.092e-16,1.584e-16,6.600e-16,185.47029166666664,4.474605555555556
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,60.39, 2CXO J122158.2+042835, 12 21 58.28,+04 28 35.70,4.998e-16,2.441e-16,7.556e-16,1.196e-15,8.171e-16,1.574e-15,185.49283333333332,4.476583333333333
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,60.88, 2CXO J122155.6+042815, 12 21 55.67,+04 28 15.58,0.000e+00,0.000e+00,2.165e-16,0.000e+00,0.000e+00,1.525e-16,185.4819583333333,4.470994444444445
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,61.12, 2CXO J122158.6+042950, 12 21 58.68,+04 29 50.31,         ,         ,         ,         ,         ,         ,185.49449999999996,4.497308333333334
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,62.2, 2CXO J122151.7+042844, 12 21 51.71,+04 28 44.55,         ,         ,         ,         ,         ,         ,185.46545833333332,4.479041666666666
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,71.85, 2CXO J122156.1+042805, 12 21 56.18,+04 28 05.59,         ,         ,         ,         ,         ,         ,185.4840833333333,4.468219444444444
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,74.92, 2CXO J122151.5+043006, 12 21 51.57,+04 30 06.51,         ,         ,         ,9.650e-16,5.749e-16,1.335e-15,185.46487499999998,4.501808333333333
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,78.09, 2CXO J122158.3+042812, 12 21 58.33,+04 28 12.74,5.813e-15,4.790e-15,6.777e-15,7.454e-15,6.426e-15,8.482e-15,185.49304166666664,4.470205555555555
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,78.33, 2CXO J122159.8+042839, 12 21 59.90,+04 28 39.03,2.555e-16,5.895e-17,4.421e-16,5.731e-16,2.633e-16,8.829e-16,185.4995833333333,4.477508333333334
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,80.34, 2CXO J122152.0+042811, 12 21 52.10,+04 28 11.52,3.533e-15,2.683e-15,4.383e-15,3.856e-15,3.093e-15,4.576e-15,185.4670833333333,4.469866666666666
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,82.27, 2CXO J122150.0+042853, 12 21 50.00,+04 28 53.29,2.243e-16,2.039e-17,4.282e-16,6.042e-16,2.943e-16,8.985e-16,185.45833333333331,4.4814694444444445
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,87.11, 2CXO J122156.2+042750, 12 21 56.29,+04 27 50.39,         ,         ,         ,8.602e-16,4.801e-16,1.240e-15,185.48454166666662,4.463997222222223
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,87.18, 2CXO J122152.3+042800, 12 21 52.35,+04 28 00.88,2.746e-16,4.775e-17,4.894e-16,2.899e-16,7.516e-17,4.939e-16,185.46812499999996,4.466911111111111
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,88.85, 2CXO J122150.5+042821, 12 21 50.59,+04 28 21.77,0.000e+00,0.000e+00,2.417e-16,6.648e-16,3.324e-16,9.806e-16,185.46079166666664,4.472713888888889
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,88.9, 2CXO J122151.8+042803, 12 21 51.88,+04 28 03.35,5.237e-15,4.504e-15,5.971e-15,5.034e-15,4.325e-15,5.742e-15,185.46616666666662,4.467597222222222
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,90.91, 2CXO J122201.3+042905, 12 22 01.32,+04 29 05.06,2.645e-15,1.895e-15,3.350e-15,2.311e-15,1.724e-15,2.897e-15,185.50549999999998,4.484738888888889
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,91.36, 2CXO J122150.4+042820, 12 21 50.42,+04 28 20.94,3.109e-16,9.212e-17,5.297e-16,9.890e-16,6.833e-16,1.277e-15,185.46008333333333,4.472483333333334
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,91.69, 2CXO J122201.2+042937, 12 22 01.24,+04 29 38.00,8.662e-15,7.265e-15,9.982e-15,1.194e-14,1.057e-14,1.323e-14,185.50516666666664,4.493888888888889
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,92.08, 2CXO J122152.2+042756, 12 21 52.21,+04 27 56.46,2.866e-16,7.164e-17,5.015e-16,         ,         ,         ,185.46754166666665,4.465683333333334
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,98.7, 2CXO J122157.2+042741, 12 21 57.21,+04 27 41.79,5.815e-16,2.520e-16,9.110e-16,1.569e-16,8.259e-18,3.056e-16,185.48837499999996,4.461608333333333
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,98.99, 2CXO J122152.0+042749, 12 21 52.08,+04 27 49.54,         ,         ,         ,         ,         ,         ,185.46699999999998,4.463761111111111
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,106.75, 2CXO J122158.2+043053, 12 21 58.21,+04 30 53.59,1.986e-15,1.490e-15,2.452e-15,9.780e-16,6.348e-16,1.304e-15,185.49254166666663,4.514886111111111
1,0.52,29.8,1.4028,0.5237,0.8715,3.77e-13,1.04e-13,2.6899999999999996e-13,6.73e-14,1.0828,0.4042,0.2118,4.970000000000001e-13,1.38E-13,4.59E-13,1.15E-13,185.47309099999998,4.49183,3.61,3267,16.9,20.4,977.5,952.7,17.79,1.65,2RXS,J122155.2+042916,185.48036000000002,4.487830000000001,21.02,66.28992,6.29591,19.67,23.96,5.9973,0.059000000000000004,0.0148,405.8,0.441,0.18899999999999997,0.61,0.156,970,115.83, 2CXO J122147.5+042925, 12 21 47.56,+04 29 25.09,2.273e-16,0.000e+00,4.395e-16,         ,         ,         ,185.44816666666665,4.490302777777778
1,0.43,13.7,2.1846,0.7121,2.7673,1.17e-12,1.67e-13,5.34e-13,1.56e-13,2.2279,0.7262,2.8385,1.12e-12,1.60E-13,5.04E-13,1.48E-13,331.07570499999997,4.669597,7.0,553,52.4,69.3,1354.4,1357.0,0.84,5.16,2RXS,J220417.7+043958,331.07401,4.6662,9.77,-38.63252,15.449979999999998,22.62,17.31,5.0716980000000005,0.0629,0.0184,275.14,0.479,0.14,0.23600000000000002,0.158,975,4.33, 2CXO J220417.6+044002, 22 04 17.65,+04 40 02.31,3.333e-13,3.260e-13,3.402e-13,3.604e-13,3.538e-13,3.667e-13,331.07354166666664,4.667308333333334
1,0.43,13.7,2.1846,0.7121,2.7673,1.17e-12,1.67e-13,5.34e-13,1.56e-13,2.2279,0.7262,2.8385,1.12e-12,1.60E-13,5.04E-13,1.48E-13,331.07570499999997,4.669597,7.0,553,52.4,69.3,1354.4,1357.0,0.84,5.16,2RXS,J220417.7+043958,331.07401,4.6662,9.77,-38.63252,15.449979999999998,22.62,17.31,5.0716980000000005,0.0629,0.0184,275.14,0.479,0.14,0.23600000000000002,0.158,975,12.18, 2CXO J220417.7+043946, 22 04 17.72,+04 39 46.16,2.694e-16,5.612e-17,4.827e-16,1.391e-15,9.902e-16,1.768e-15,331.0738333333333,4.662822222222222
1,0.43,13.7,2.1846,0.7121,2.7673,1.17e-12,1.67e-13,5.34e-13,1.56e-13,2.2279,0.7262,2.8385,1.12e-12,1.60E-13,5.04E-13,1.48E-13,331.07570499999997,4.669597,7.0,553,52.4,69.3,1354.4,1357.0,0.84,5.16,2RXS,J220417.7+043958,331.07401,4.6662,9.77,-38.63252,15.449979999999998,22.62,17.31,5.0716980000000005,0.0629,0.0184,275.14,0.479,0.14,0.23600000000000002,0.158,975,42.1, 2CXO J220418.3+044039, 22 04 18.35,+04 40 39.50,3.987e-16,1.709e-16,6.265e-16,3.100e-15,2.504e-15,3.656e-15,331.0764583333333,4.67763888888889
1,0.64,19.7,0.8492,0.10400000000000001,1.2374,1.43e-12,3.2e-14,1.6899999999999999e-12,2.0300000000000002e-13,0.701,0.0858,2.4625,1.38e-12,3.09E-14,1.97E-12,2.38E-13,252.787311,4.9950790000000005,44.74,10533,2278.2,3031.0,49597.6,47709.9,0.38,6.33,2RXS,J165110.1+045934,252.79234,4.99287,7.57,28.93972,27.28265,120.25,94.31,11.356242,0.1849,0.0223,509.94,0.902,0.048,0.126,0.079,981,29.94,2CXO J165108.1+045930X, 16 51 08.17,+04 59 30.60,         ,         ,         ,         ,         ,         ,252.78404166666664,4.991833333333333
1,0.64,19.7,0.8492,0.10400000000000001,1.2374,1.43e-12,3.2e-14,1.6899999999999999e-12,2.0300000000000002e-13,0.701,0.0858,2.4625,1.38e-12,3.09E-14,1.97E-12,2.38E-13,252.787311,4.9950790000000005,44.74,10533,2278.2,3031.0,49597.6,47709.9,0.38,6.33,2RXS,J165110.1+045934,252.79234,4.99287,7.57,28.93972,27.28265,120.25,94.31,11.356242,0.1849,0.0223,509.94,0.902,0.048,0.126,0.079,981,30.0, 2CXO J165108.1+045933, 16 51 08.16,+04 59 33.11,1.733e-14,1.624e-14,1.836e-14,2.993e-14,2.864e-14,3.114e-14,252.784,4.992530555555556
1,0.64,19.7,0.8492,0.10400000000000001,1.2374,1.43e-12,3.2e-14,1.6899999999999999e-12,2.0300000000000002e-13,0.701,0.0858,2.4625,1.38e-12,3.09E-14,1.97E-12,2.38E-13,252.787311,4.9950790000000005,44.74,10533,2278.2,3031.0,49597.6,47709.9,0.38,6.33,2RXS,J165110.1+045934,252.79234,4.99287,7.57,28.93972,27.28265,120.25,94.31,11.356242,0.1849,0.0223,509.94,0.902,0.048,0.126,0.079,981,62.44, 2CXO J165110.7+050036, 16 51 10.71,+05 00 36.23,2.698e-16,1.214e-16,4.182e-16,3.468e-16,2.040e-16,4.896e-16,252.79462499999997,5.010063888888889
1,0.64,19.7,0.8492,0.10400000000000001,1.2374,1.43e-12,3.2e-14,1.6899999999999999e-12,2.0300000000000002e-13,0.701,0.0858,2.4625,1.38e-12,3.09E-14,1.97E-12,2.38E-13,252.787311,4.9950790000000005,44.74,10533,2278.2,3031.0,49597.6,47709.9,0.38,6.33,2RXS,J165110.1+045934,252.79234,4.99287,7.57,28.93972,27.28265,120.25,94.31,11.356242,0.1849,0.0223,509.94,0.902,0.048,0.126,0.079,981,69.47, 2CXO J165105.7+045957, 16 51 05.77,+04 59 57.33,7.075e-16,4.548e-16,9.476e-16,0.000e+00,0.000e+00,1.213e-16,252.77404166666665,4.999258333333334
1,0.64,19.7,0.8492,0.10400000000000001,1.2374,1.43e-12,3.2e-14,1.6899999999999999e-12,2.0300000000000002e-13,0.701,0.0858,2.4625,1.38e-12,3.09E-14,1.97E-12,2.38E-13,252.787311,4.9950790000000005,44.74,10533,2278.2,3031.0,49597.6,47709.9,0.38,6.33,2RXS,J165110.1+045934,252.79234,4.99287,7.57,28.93972,27.28265,120.25,94.31,11.356242,0.1849,0.0223,509.94,0.902,0.048,0.126,0.079,981,73.18, 2CXO J165109.7+045821, 16 51 09.78,+04 58 21.38,2.945e-16,1.435e-16,4.456e-16,6.762e-16,4.910e-16,8.615e-16,252.79075,4.972605555555556
1,0.64,19.7,0.8492,0.10400000000000001,1.2374,1.43e-12,3.2e-14,1.6899999999999999e-12,2.0300000000000002e-13,0.701,0.0858,2.4625,1.38e-12,3.09E-14,1.97E-12,2.38E-13,252.787311,4.9950790000000005,44.74,10533,2278.2,3031.0,49597.6,47709.9,0.38,6.33,2RXS,J165110.1+045934,252.79234,4.99287,7.57,28.93972,27.28265,120.25,94.31,11.356242,0.1849,0.0223,509.94,0.902,0.048,0.126,0.079,981,83.2, 2CXO J165115.5+045915, 16 51 15.59,+04 59 15.50,4.434e-16,2.506e-16,6.362e-16,4.028e-16,2.485e-16,5.484e-16,252.81495833333332,4.987638888888889
1,0.64,19.7,0.8492,0.10400000000000001,1.2374,1.43e-12,3.2e-14,1.6899999999999999e-12,2.0300000000000002e-13,0.701,0.0858,2.4625,1.38e-12,3.09E-14,1.97E-12,2.38E-13,252.787311,4.9950790000000005,44.74,10533,2278.2,3031.0,49597.6,47709.9,0.38,6.33,2RXS,J165110.1+045934,252.79234,4.99287,7.57,28.93972,27.28265,120.25,94.31,11.356242,0.1849,0.0223,509.94,0.902,0.048,0.126,0.079,981,88.21, 2CXO J165112.9+045816, 16 51 12.94,+04 58 16.53,7.828e-16,5.672e-16,9.870e-16,1.019e-15,8.000e-16,1.226e-15,252.80391666666668,4.971258333333333
1,0.64,19.7,0.8492,0.10400000000000001,1.2374,1.43e-12,3.2e-14,1.6899999999999999e-12,2.0300000000000002e-13,0.701,0.0858,2.4625,1.38e-12,3.09E-14,1.97E-12,2.38E-13,252.787311,4.9950790000000005,44.74,10533,2278.2,3031.0,49597.6,47709.9,0.38,6.33,2RXS,J165110.1+045934,252.79234,4.99287,7.57,28.93972,27.28265,120.25,94.31,11.356242,0.1849,0.0223,509.94,0.902,0.048,0.126,0.079,981,92.16, 2CXO J165112.1+045807, 16 51 12.14,+04 58 07.04,8.440e-17,0.000e+00,1.688e-16,9.955e-17,9.050e-18,1.855e-16,252.80058333333332,4.968622222222223
1,0.64,19.7,0.8492,0.10400000000000001,1.2374,1.43e-12,3.2e-14,1.6899999999999999e-12,2.0300000000000002e-13,0.701,0.0858,2.4625,1.38e-12,3.09E-14,1.97E-12,2.38E-13,252.787311,4.9950790000000005,44.74,10533,2278.2,3031.0,49597.6,47709.9,0.38,6.33,2RXS,J165110.1+045934,252.79234,4.99287,7.57,28.93972,27.28265,120.25,94.31,11.356242,0.1849,0.0223,509.94,0.902,0.048,0.126,0.079,981,96.4, 2CXO J165116.3+045959, 16 51 16.38,+04 59 59.81,1.804e-16,2.354e-17,3.295e-16,4.289e-16,1.971e-16,6.608e-16,252.81824999999998,4.9999472222222225
1,0.64,19.7,0.8492,0.10400000000000001,1.2374,1.43e-12,3.2e-14,1.6899999999999999e-12,2.0300000000000002e-13,0.701,0.0858,2.4625,1.38e-12,3.09E-14,1.97E-12,2.38E-13,252.787311,4.9950790000000005,44.74,10533,2278.2,3031.0,49597.6,47709.9,0.38,6.33,2RXS,J165110.1+045934,252.79234,4.99287,7.57,28.93972,27.28265,120.25,94.31,11.356242,0.1849,0.0223,509.94,0.902,0.048,0.126,0.079,981,96.73, 2CXO J165114.0+045817, 16 51 14.07,+04 58 17.22,3.388e-16,1.733e-16,4.964e-16,0.000e+00,0.000e+00,1.114e-16,252.80862499999998,4.97145
1,0.64,19.7,0.8492,0.10400000000000001,1.2374,1.43e-12,3.2e-14,1.6899999999999999e-12,2.0300000000000002e-13,0.701,0.0858,2.4625,1.38e-12,3.09E-14,1.97E-12,2.38E-13,252.787311,4.9950790000000005,44.74,10533,2278.2,3031.0,49597.6,47709.9,0.38,6.33,2RXS,J165110.1+045934,252.79234,4.99287,7.57,28.93972,27.28265,120.25,94.31,11.356242,0.1849,0.0223,509.94,0.902,0.048,0.126,0.079,981,111.91, 2CXO J165115.9+045824, 16 51 15.99,+04 58 24.08,1.032e-15,6.529e-16,1.411e-15,2.298e-16,5.514e-17,4.044e-16,252.81662499999996,4.973355555555556
1,1.19,35.7,0.2404,0.0087,29.2724,8.449999999999999e-12,2.2100000000000002e-13,3.51e-11,8.85e-13,0.4093,0.0149,21.5887,9.8e-13,2.56E-14,2.39E-12,6.02E-14,114.83071000000001,5.234557,38.22,848,1493.5,2136.4,5584.8,5486.7,0.38,7.0,2RXS,J073918.3+051332,114.82627,5.22569,1.78,13.02051,-16.0188,6486.96,1605.84,40.430209999999995,3.74,0.0942,429.37,-0.909,0.009000000000000001,-0.7190000000000001,0.07200000000000001,989,12.81, 2CXO J073917.7+051323, 07 39 17.72,+05 13 23.05,         ,         ,         ,         ,         ,         ,114.82383333333333,5.2230694444444445
1,1.19,35.7,0.2404,0.0087,29.2724,8.449999999999999e-12,2.2100000000000002e-13,3.51e-11,8.85e-13,0.4093,0.0149,21.5887,9.8e-13,2.56E-14,2.39E-12,6.02E-14,114.83071000000001,5.234557,38.22,848,1493.5,2136.4,5584.8,5486.7,0.38,7.0,2RXS,J073918.3+051332,114.82627,5.22569,1.78,13.02051,-16.0188,6486.96,1605.84,40.430209999999995,3.74,0.0942,429.37,-0.909,0.009000000000000001,-0.7190000000000001,0.07200000000000001,989,45.6, 2CXO J073921.0+051353, 07 39 21.02,+05 13 53.18,         ,         ,         ,         ,         ,         ,114.83758333333331,5.231438888888889
